smiles,r2
OC12CC1C=CC2C#N,1018.0311
CC12CC1C=CC2C=O,1123.7033
CC12CC1C=CN2C=O,1091.4575
CC12CC1N=CN2C=O,1068.0007
CC12CN1C=NC2C=O,1003.2779
CC12NC1C=CC2C=O,1098.5733
CC12OC1C=CC2C=O,1076.3213
OC12CC1C=CC2C=O,1008.4032
CC12CC1C=CC=CC2,1104.5919
CC12CC=CC=CC1N2,1086.4633
CC12CC=CC=CC1O2,1068.8276
OC12CC1C=CC=CC2,1057.3497
CC12CC1C=CCC2=O,1054.1293
CC12CC1C=CNC2=O,1021.2828
CC12CC1N=CNC2=O,992.1132
CC12CC1N=COC2=O,968.5829
CC12CN1C=NCC2=O,998.6392
CC12NC1C=CCC2=O,1028.7156
CC12NC1C=CNC2=O,1001.1748
CC12OC1C=CCC2=O,1011.512
CC12OC1C=CNC2=O,983.5013
NC12CC1N=COC2=O,941.7297
OC12CC1C=CCC2=O,999.3261
OC12CC1C=CNC2=O,968.0241
OC12CC1N=CNC2=N,958.1591
OC12CC1N=CNC2=O,939.4912
OC12CC1N=COC2=O,916.1009
CC12CC1C=CCC=C2,1159.7562
CC12CC1N=CNC=N2,1037.9172
CC12NC1C=CCC=C2,1086.7016
CC12OC1C=CCC=C2,1061.9295
OC12CC1C=CCC=C2,1078.315
CC12CC1C=CCCC2,1201.296
CC12CC1C=CCCO2,1070.4384
CC12CC1C=CCOC2,1073.2538
CC12CC1N=COCC2,1103.429
CC12CC1N=COCO2,1028.9403
CC12CCCC=CC1N2,1178.2265
CC12CCCC=CC1O2,1108.2544
CC12COCC=CC1N2,1054.7159
CC12COCC=CC1O2,1041.5692
OC12CC1C=CCCC2,1081.1634
OC12CC1C=CCOC2,1076.8318
OC12CC1N=COCC2,1042.0686
CC12CC1CC(=O)C2=O,1055.7208
CC12CC1NC(=N)C2=O,1044.4342
CC12CC1NC(=O)C2=O,1028.6617
CC12CC1OC(=N)C2=O,1024.2197
CC12CC1OC(=O)C2=O,1007.4652
CC12CN1CC(=O)C2=O,1026.2747
CC12NC1CC(=O)C2=O,1035.1206
CC12OC1CC(=O)C2=O,1017.4454
OC12CC1CC(=O)C2=O,1002.5529
OC12CC1NC(=N)C2=O,991.7589
OC12CC1NC(=O)C2=O,976.6593
OC12CC1OC(=N)C2=O,972.1253
OC12CC1OC(=O)C2=O,956.0603
CC12CC1CC(=O)C=C2,1151.6328
CC12CC1NC(=O)C=C2,1122.5331
CC12CC1OC(=N)C=C2,1113.2843
CC12CC1OC(=O)C=C2,1093.5019
CC12CN1CC(=O)C=C2,1111.1849
CC12NC1CC(=O)C=C2,1128.6771
CC12OC1CC(=O)C=C2,1110.699
OC12CC1CC(=O)C=C2,1096.9248
OC12CC1NC(=O)C=C2,1070.4472
OC12CC1OC(=N)C=C2,1060.1874
OC12CC1OC(=O)C=C2,1040.7272
CC12CC1CC(=N)OC2,1144.2003
CC12CC1CC(=O)CC2,1204.1091
CC12CC1CC(=O)CN2,1155.8516
CC12CC1CC(=O)CO2,1123.901
CC12CC1CC(=O)NC2,1154.5686
CC12CC1CC(=O)OC2,1127.9184
CC12CC1NC(=O)CC2,1172.7389
CC12CC1NC(=O)CN2,1136.6785
CC12CC1NC(=O)CO2,1106.6997
CC12CC1NC(=O)NC2,1133.2524
CC12CC1NC(=O)OC2,1104.4503
CC12CC1OC(=N)CC2,1158.1485
CC12CC1OC(=N)CN2,1123.651
CC12CC1OC(=N)CO2,1095.6109
CC12CC1OC(=N)OC2,1097.2275
CC12CC1OC(=O)CC2,1141.1243
CC12CC1OC(=O)CN2,1106.6078
CC12CC1OC(=O)CO2,1078.3534
CC12CC1OC(=O)NC2,1108.2082
CC12CC1OC(=O)OC2,1078.9608
CC12CCC(=O)CC1N2,1179.1823
CC12CCC(=O)CC1O2,1155.1687
CC12CN1CC(=N)OC2,1104.7577
CC12CN1CC(=O)CC2,1161.391
CC12CN1CC(=O)NC2,1110.6095
CC12CN1CC(=O)OC2,1089.5659
CC12CNC(=O)CC1N2,1144.308
CC12CNC(=O)CC1O2,1128.1697
CC12COC(=N)CC1N2,1124.5736
CC12COC(=N)CC1O2,1112.1279
CC12COC(=O)CC1N2,1109.102
CC12COC(=O)CC1O2,1096.8349
OC12CC1CC(=N)OC2,1090.713
OC12CC1CC(=O)CC2,1128.0763
OC12CC1CC(=O)NC2,1107.5407
OC12CC1CC(=O)OC2,1074.7431
OC12CC1NC(=O)CC2,1119.4382
OC12CC1NC(=O)NC2,1080.4797
OC12CC1NC(=O)OC2,1052.0984
OC12CC1OC(=N)CC2,1097.8363
OC12CC1OC(=N)OC2,1044.3551
OC12CC1OC(=O)CC2,1088.0455
OC12CC1OC(=O)NC2,1055.567
OC12CC1OC(=O)OC2,1026.3619
CC12CC1CC(=C2)C#C,1284.8285
CC12CC1CC(=C2)C#N,1254.3352
CC12CC1NC(=N2)C#N,1170.7651
CC12CC1OC(=N2)C#C,1171.4721
CC12CC1OC(=N2)C#N,1144.0874
CC12CN1CC(=C2)C#C,1248.9863
CC12CN1CC(=C2)C#N,1219.201
CC12NC1CC(=C2)C#C,1265.0808
CC12NC1CC(=C2)C#N,1234.7468
CC12OC1CC(=C2)C#C,1246.4849
CC12OC1CC(=C2)C#N,1216.5982
OC12CC1CC(=C2)C#C,1234.0816
OC12CC1CC(=C2)C#N,1203.7474
CC1(C)CC2(O)CC2O1,1140.3976
CC1(C)CC2CC2(O)C1,1200.057
CC1(O)CC2CC2(O)C1,1164.2399
CC12CC(C)(C)CC1O2,1210.2674
CC12CC(C)(O)CC1N2,1176.3156
CC12CC(C)(O)CC1O2,1149.0421
CC12CC1CC(C)(C)C2,1266.0598
CC12CC1CC(C)(C)O2,1170.8197
CC12CC1CC(C)(O)C2,1204.8251
CC12CC1OC(C)(C)C2,1191.7916
CC12CC1OC(C)(C)O2,1111.3565
CC12CN1CC(C)(C)C2,1231.8971
CC12CN1CC(C)(O)C2,1172.2668
CC12CC(CC1N2)C#N,1258.2115
CC12CC(CC1O2)C#C,1270.4334
CC12CC(CC1O2)C#N,1239.7173
CC12CC1CC(C2)C#C,1311.6684
CC12CC1CC(C2)C#N,1280.9669
CC12CC1CC(N2)C#N,1238.3751
CC12CC1CC(O2)C#C,1223.5484
CC12CC1CC(O2)C#N,1089.2191
CC12CC1NC(C2)C#N,1243.8496
CC12CC1OC(C2)C#C,1248.0856
CC12CC1OC(C2)C#N,1105.7939
CC12CC1OC(O2)C#C,1054.7029
CC12CC1OC(O2)C#N,1025.947
CC12CN1CC(C2)C#N,1243.2767
OC12CC1CC(C2)C#C,1260.0329
OC12CC1CC(C2)C#N,1229.6887
OC12CC1NC(C2)C#N,1192.6687
OC12CC1OC(C2)C#C,1196.8838
OC12CC1OC(C2)C#N,1072.2595
CC12CC(CC1N2)C=O,1322.0159
CC12CC(CC1O2)C=O,1302.9841
CC12CC1CC(C2)C=O,1344.4955
CC12CC1CC(O2)C=O,1068.1742
CC12CC1CN(C2)C=O,1251.9459
CC12CC1OC(C2)C=O,1090.5475
CC12CC1OC(O2)C=O,1132.4527
CC12CN(CC1N2)C=O,1227.9822
CC12CN(CC1O2)C=O,1211.5971
CC12CN1CC(C2)C=O,1309.1119
OC12CC1CC(C2)C=O,1291.6833
OC12CC1CN(C2)C=O,1197.8865
OC12CC1OC(C2)C=O,1052.4029
CC12CC1CC(C=O)=C2,1288.2667
CC12CC1NC(C=O)=N2,1197.7157
CC12CC1OC(C=O)=N2,1169.6102
CC12CN1CC(C=O)=C2,1249.7309
CC12NC1CC(C=O)=C2,1268.2315
CC12OC1CC(C=O)=C2,1249.5242
OC12CC1CC(C=O)=C2,1235.9631
CC12CC1CC1(CC1)C2,1210.1133
CC12CC1CC1(CC1)O2,1133.8644
CC12CC1CC1(CO1)C2,1156.3935
CC12CC1OC1(CC1)C2,1159.0274
CC12CC3(CC3)CC1O2,1169.8619
CC12CC3(CO3)CC1N2,1129.9075
CC12CC3(CO3)CC1O2,1126.8032
CC12CN1CC1(CC1)C2,1180.3296
CC12CN1CC1(CN1)C2,1150.5144
CC12CN1CC1(CO1)C2,1126.4734
OC12CC1CC1(CC1)C2,1156.8372
OC12CC1CC1(CN1)C2,1126.6461
OC12CC1CC1(CO1)C2,1103.0884
OC12CC1OC1(CC1)C2,1106.6331
CC12CC1CC1CC1C2,1152.7549
CC12CC1CC1CC1O2,1079.2042
CC12CC1CC1CN1C2,1111.0742
CC12CC1CC1OC1C2,1109.9006
CC12CC1OC1CC1C2,1090.4727
CC12CC1OC1CC1O2,1019.495
CC12CC3CC3CC1O2,1123.2887
CC12CC3CN3CC1N2,1088.1868
CC12CC3CN3CC1O2,1052.948
CC12CC3OC3CC1O2,1044.0832
CC12CN1CC1NC1C2,1084.727
CC12CN1CC1OC1C2,1065.3264
CC12CN3CC3CC1N2,1083.8425
CC12CN3CC3CC1O2,1048.6159
OC12CC1CC1CC1C2,1103.6145
OC12CC1CC1CN1C2,1063.2033
OC12CC1CC1NC1C2,1079.7553
OC12CC1CC1OC1C2,1060.2502
OC12CC1CN1CC1C2,1057.2185
OC12CC1OC1CC1C2,1036.5091
CC12CC1CC1CC21C,1092.1037
CC12CC1CC1CC21O,1042.7629
CC12CC1CC1OC21C,1045.17
CC12CC1CN1CC21C,1061.3341
CC12CC1OC1CC21C,1042.6996
CC12CC1OC1CC21O,993.7624
CC12CN1CC1CC21O,1012.118
CC12CN1CC1NC21C,1035.0788
CC12CN1CC1OC21C,1014.9207
CC12NC1CC1CC21O,1016.991
CC12NC1CC1NC21C,1047.1684
CC12NC1CC1OC21C,1027.3748
CC12OC1CC1CC21O,996.9396
CC12OC1CC1OC21C,1008.4441
OC12CC1CC1CC21O,992.2816
OC12CC1OC1CC21O,943.6512
CC12CC1CC1CC2C1,1045.5969
CC12CC1CC1CC2O1,994.8485
CC12CC1OC1CC2C1,990.9709
CC12CC1OC1CN2C1,953.6805
CC12CN1CC1CC2O1,960.9927
CC12NC1CC1CC2O1,975.4954
CC12OC1CC1CC2C1,1004.0483
CC12OC1CC1CC2O1,959.0005
OC12CC1CC1CC2C1,995.3155
OC12CC1CC1CC2O1,945.4631
OC12CC1OC1CC2C1,943.3434
CC12CC1CC1CCC21,1097.0969
CC12CC1CC1COC21,1050.6538
CC12CC1CC1OCC21,1039.0613
CC12CC1OC1CCC21,1047.5587
CC12CC1OC1COC21,1000.1464
CC12CN1CC1COC21,1021.9332
CC12CN1CC1OCC21,1009.3818
CC12NC1CC1COC21,1016.7338
CC12NC1CC1OCC21,1024.4132
CC12OC1CC1CCC21,1037.4518
CC12OC1CC1COC21,992.4438
CC12OC1CC1OCC21,1000.0657
OC12CC1CC1CCC21,1047.564
OC12CC1CC1COC21,1001.762
OC12CC1CC1OCC21,990.6034
OC12CC1OC1CCC21,998.8509
OC12CC1OC1COC21,951.5521
CC1(CC2CC12O)C#C,1063.5475
CC1(CC2CC12O)C#N,1050.7076
CC1(NC2CC12N)C#N,1037.5485
CC1(NC2CC12O)C#C,1050.6846
CC1(NC2CC12O)C#N,1023.9396
CC1(OC2CC12N)C#N,1020.1162
CC1(OC2CC12O)C#C,1032.9788
CC1(OC2CC12O)C#N,1006.9287
CC12CC1CC2(C)C#C,1119.8779
CC12CC1CC2(C)C#N,1092.2526
CC12CC1CC2(N)C#N,1065.8561
CC12CC1CC2(O)C#C,1077.7179
CC12CC1CC2(O)C#N,1050.518
CC12CC1NC2(C)C#N,1065.7252
CC12CC1OC2(C)C#C,1075.2781
CC12CC1OC2(C)C#N,1048.0744
CC12CN1CC2(C)C#N,1069.8941
CC12CN1CC2(N)C#N,1043.528
CC12CN1CC2(O)C#C,1056.2187
CC12CN1CC2(O)C#N,1028.3363
CC12NC1CC2(C)C#C,1098.0081
CC12NC1CC2(C)C#N,1070.7734
CC12NC1CC2(N)C#N,1044.4044
CC12NC1CC2(O)C#C,1056.7941
CC12NC1CC2(O)C#N,1026.8791
CC12OC1CC2(C)C#C,1080.9609
CC12OC1CC2(C)C#N,1054.4665
CC12OC1CC2(N)C#N,1028.5477
CC12OC1CC2(O)C#C,1040.2111
CC12OC1CC2(O)C#N,1013.4801
NC1(CC2CC12O)C#N,1027.9872
NC12CC1CC2(N)C#N,1037.3788
NC12CC1CC2(O)C#N,1021.9255
OC12CC1CC2(O)C#C,1035.0099
OC12CC1CC2(O)C#N,1008.272
CC1(CC2CC12O)C=O,1062.1983
CC1(NC2CC12O)C=O,1059.4358
CC1(OC2CC12O)C=O,1038.1436
CC12CC1CC2(C)C=O,1104.5147
CC12CC1CC2(O)C=O,1049.6788
CC12CC1OC2(C)C=O,1055.9731
CC12CN1CC2(C)C=O,1083.8965
CC12CN1CC2(O)C=O,1031.9941
CC12NC1CC2(C)C=O,1083.406
CC12NC1CC2(O)C=O,1028.2164
CC12OC1CC2(C)C=O,1066.3689
CC12OC1CC2(O)C=O,1013.6089
OC12CC1CC2(O)C=O,1015.278
CC12CC1CC21CCC1,1161.9874
CC12CC1CC21CCO1,1091.6456
CC12CC1CC21COC1,1112.9989
CC12CC1OC21CCC1,1090.2956
CC12CC1OC21COC1,1066.6065
CC12CN1CC21CCC1,1141.3851
CC12CN1CC21CCO1,1071.483
CC12CN1CC21COC1,1094.6242
CC12NC1CC21CCC1,1110.2446
CC12NC1CC21CCO1,1069.9071
CC12NC1CC21COC1,1086.0496
CC12OC1CC21CCC1,1091.3347
CC12OC1CC21CCO1,1052.9487
CC12OC1CC21COC1,1067.5156
OC12CC1CC21CCC1,1114.8136
OC12CC1CC21CCO1,1037.9544
OC12CC1CC21COC1,1067.1886
OC12CC1NC21COC1,1040.0929
OC12CC1OC21CCC1,1040.8872
OC12CC1OC21COC1,1021.6454
CC12CC1CC2C1CC1,1307.8599
CC12CC1CC2C1CO1,1193.5524
CC12CC1CC2N1CC1,1163.074
CC12CC1OC2C1CC1,1159.6122
CC12CC1OC2C1CN1,1171.9581
CC12CC1OC2C1CO1,1127.5987
CC12NC1CC2C1CO1,1236.952
CC12NC1CC2N1CC1,1124.9799
CC12OC1CC2C1CC1,1257.1149
CC12OC1CC2C1CO1,1215.0044
CC12OC1CC2N1CC1,1099.8708
OC12CC1CC2C1CC1,1260.8498
OC12CC1CC2C1CO1,1143.9434
OC12CC1CC2N1CC1,1114.0179
OC12CC1OC2C1CC1,1104.7686
OC12CC1OC2C1CN1,1120.4746
OC12CC1OC2C1CO1,1075.9194
CC12CC1CC2CC#C,1381.5452
CC12CC1CC2CC#N,1352.1484
CC12CC1CN2CC#N,1287.3393
CC12CC1OC2CC#C,1226.7202
CC12CC1OC2CC#N,1198.9591
CC12CN1CC2CC#N,1331.8577
CC12NC1CC2CC#N,1317.5832
CC12OC1CC2CC#C,1326.4944
CC12OC1CC2CC#N,1294.824
OC12CC1CC2CC#C,1336.3417
OC12CC1CC2CC#N,1306.9256
OC12CC1NC2CC#N,1281.191
OC12CC1OC2CC#C,1287.7495
OC12CC1OC2CC#N,1258.6395
CC12CC1CC2CC=O,1405.2072
CC12CC1CC2NC=O,1302.6432
CC12CC1CC2OC=N,1364.7699
CC12CC1CC2OC=O,1332.531
CC12CC1CN2CC=O,1371.498
CC12CC1OC2CC=O,1377.406
CC12CN1CC2CC=O,1388.5874
CC12CN1CC2NC=O,1283.7328
CC12CN1CC2OC=N,1349.7347
CC12CN1CC2OC=O,1317.251
CC12NC1CC2CC=O,1401.8612
CC12NC1CC2NC=O,1269.0672
CC12NC1CC2OC=N,1349.1424
CC12NC1CC2OC=O,1202.025
CC12OC1CC2CC=O,1379.1391
CC12OC1CC2NC=O,1248.8108
CC12OC1CC2OC=N,1326.5735
CC12OC1CC2OC=O,1294.7167
OC12CC1CC2CC=O,1358.8445
OC12CC1CC2NC=O,1068.2494
OC12CC1CC2OC=N,1323.0641
OC12CC1CC2OC=O,1292.9911
OC12CC1OC2CC=O,1334.0242
CC12CC1CC=C2C#C,1138.6238
CC12CC1CC=C2C#N,1113.0714
CC12CN1CC=C2C#C,1110.078
CC12CN1CC=C2C#N,1084.7827
CC12NC1CC=C2C#C,1119.3417
CC12NC1CC=C2C#N,1093.7463
CC12OC1CC=C2C#C,1102.236
CC12OC1CC=C2C#N,1076.8948
OC12CC1CC=C2C#C,1091.1572
OC12CC1CC=C2C#N,1067.4872
CC12CC1CC=C2C=O,1116.9036
CC12CC1NC=C2C=O,1088.8651
CC12CN1CC=C2C=O,1087.3519
CC12NC1CC=C2C=O,1097.0169
CC12OC1CC=C2C=O,1081.1148
OC12CC1CC=C2C=O,1055.1806
OC12CC1NC=C2C=O,1024.2502
CC12CC1CC=CC2=O,1058.829
CC12CC1NC=CC2=O,1025.1712
CC12CN1CC=CC2=O,1023.8291
CC12NC1CC=CC2=O,1039.8887
CC12OC1CC=CC2=O,1022.3395
OC12CC1CC=CC2=O,1003.5991
OC12CC1NC=CC2=O,970.6124
CC12CC1CC=CC=C2,1122.7578
CC12NC1CC=CC=C2,1102.8703
CC12OC1CC=CC=C2,1074.998
OC12CC1CC=CC=C2,1068.6392
CC12CC1CC=CCC2,1158.7876
CC12CC1CC=CCO2,1088.1949
CC12CC1CN=COC2,1063.4361
CC12CC1OC=NCC2,1077.9431
CC12CCC=CCC1O2,1143.8188
CC12COC=NCC1N2,1044.3414
CC12COC=NCC1O2,1032.4918
OC12CC1CC=CCC2,1106.8156
OC12CC1CN=COC2,1017.1679
OC12CC1OC=NCC2,1023.7917
CC12CC(=N)OCC1N2,1101.7631
CC12CC(=N)OCC1O2,1088.0965
CC12CC(=O)CCC1N2,1130.5568
CC12CC(=O)CCC1O2,1137.4064
CC12CC(=O)NCC1N2,1119.4683
CC12CC(=O)NCC1O2,1103.4859
CC12CC(=O)OCC1N2,1087.4894
CC12CC(=O)OCC1O2,1075.0406
CC12CC1CCC(=N)O2,1110.8708
CC12CC1CCC(=O)C2,1156.7273
CC12CC1CCC(=O)N2,1131.9294
CC12CC1CCC(=O)O2,1092.5956
CC12CC1CNC(=O)C2,1129.5346
CC12CC1CNC(=O)N2,1101.8304
CC12CC1CNC(=O)O2,1065.6444
CC12CC1COC(=N)C2,1121.8013
CC12CC1COC(=N)O2,1058.1117
CC12CC1COC(=O)C2,1106.4809
CC12CC1COC(=O)N2,1074.2199
CC12CC1COC(=O)O2,1034.102
CC12CC1NCC(=N)O2,1079.5002
CC12CC1NCC(=O)C2,1112.3701
CC12CC1NCC(=O)N2,1100.5047
CC12CC1NCC(=O)O2,1061.3113
CC12CC1OCC(=N)O2,1057.9501
CC12CC1OCC(=O)C2,1092.7486
CC12CC1OCC(=O)N2,1078.119
CC12CC1OCC(=O)O2,1040.2973
CC12CN1CCC(=O)C2,1120.8891
OC12CC1CCC(=O)C2,1106.2499
OC12CC1CNC(=O)C2,1085.3725
OC12CC1COC(=N)C2,1070.9944
OC12CC1COC(=O)C2,1056.1192
OC12CC1NCC(=O)C2,1069.4716
OC12CC1OCC(=O)C2,1049.6965
CC12CC1CCC1CC21,1112.3143
CC12CC1CCC1OC21,1049.1697
CC12CC1CCN1CC21,1069.4609
CC12CC1COC1CC21,1051.3468
CC12CC1OCC1CC21,1037.1913
CC12CC1OCC1CN21,1018.2121
CC12CC1OCC1NC21,1016.8717
CC12CC1OCC1OC21,995.8881
CC12CN1CCC1NC21,1053.3308
CC12CN1CCC1OC21,1032.0051
CC12NC1CCC1NC21,1052.7749
CC12NC1CCC1OC21,1030.9162
CC12NC1CCN1CC21,1048.317
CC12NC1COC1CC21,1029.7622
CC12OC1CCC1CC21,1060.72
CC12OC1CCC1NC21,1036.8881
CC12OC1CCC1OC21,1015.1134
CC12OC1CCN1CC21,1031.3882
CC12OC1COC1CC21,1009.3939
OC12CC1CCC1CC21,1063.5473
OC12CC1CCC1NC21,1038.0423
OC12CC1CCC1OC21,1001.3214
OC12CC1CCN1CC21,1021.2252
OC12CC1COC1CC21,1002.8631
OC12CC1OCC1CC21,1010.0142
OC12CC1OCC1NC21,970.306
OC12CC1OCC1OC21,949.6027
CC1(C)CCC2CC12O,1091.3056
CC1(C)COC2CC12O,1045.599
CC1(C)OCC2CC12O,1037.6253
CC1(O)CCC2CC12O,1041.7189
CC1(O)COC2CC12O,999.0579
CC12CC1CCC2(C)C,1140.1837
CC12CC1CCC2(C)O,1091.9732
CC12CC1COC2(C)C,1084.8448
CC12CC1OCC2(C)C,1093.9071
CC12CC1OCC2(C)O,1051.2935
CC12CN1CCC2(C)C,1110.9155
CC12CN1CCC2(C)O,1063.4097
CC12NC1CCC2(C)O,1068.2883
CC12NC1COC2(C)C,1065.3137
CC12OC1CCC2(C)C,1098.1036
CC12OC1CCC2(C)O,1050.6928
CC12OC1COC2(C)C,1046.7882
CC12CC1CCC21CC1,1107.9763
CC12CC1CCC21CO1,1061.9251
CC12CC1COC21CC1,1052.4557
CC12CC1OCC21CC1,1064.0635
CC12CC1OCC21CN1,1039.1354
CC12CC1OCC21CO1,1019.0063
CC12CN1CCC21CC1,1078.6804
CC12CN1CCC21CN1,1053.0081
CC12CN1CCC21CO1,1033.0178
CC12NC1CCC21CN1,1061.1098
CC12NC1CCC21CO1,1039.9068
CC12NC1COC21CC1,1035.1493
CC12OC1CCC21CC1,1067.7601
CC12OC1CCC21CN1,1043.3034
CC12OC1CCC21CO1,1022.8796
CC12OC1COC21CC1,1017.1151
OC12CC1CCC21CC1,1059.7428
OC12CC1CCC21CN1,1034.0124
OC12CC1CCC21CO1,1009.0111
OC12CC1COC21CC1,1006.0992
OC12CC1OCC21CC1,1016.4565
OC12CC1OCC21CN1,991.0263
OC12CC1OCC21CO1,966.5824
CC12CC1CCC2C#C,1160.0527
CC12CC1CCC2C#N,1132.6208
CC12CC1CNC2C#N,1101.9012
CC12CC1COC2C#C,1101.8534
CC12CC1COC2C#N,1074.6473
CC12CC1OCC2C#C,1112.4845
CC12CC1OCC2C#N,1085.0086
CC12CN1CCC2C#N,1102.6823
CC12NC1CCC2C#C,1137.4199
CC12NC1CCC2C#N,1109.4073
CC12NC1CNC2C#N,1080.703
CC12NC1COC2C#C,1081.0186
CC12NC1COC2C#N,1052.5761
CC12OC1CCC2C#C,1117.5115
CC12OC1CCC2C#N,1090.4889
CC12OC1CNC2C#N,1061.7794
CC12OC1COC2C#C,1060.3052
CC12OC1COC2C#N,1032.7605
NC12CC1CNC2C#N,1052.4264
NC12CC1COC2C#N,1049.3262
NC12CC1OCC2C#N,1059.1415
OC12CC1CCC2C#C,1112.7269
OC12CC1CCC2C#N,1086.3504
OC12CC1CNC2C#N,1055.8534
OC12CC1COC2C#C,1056.2428
OC12CC1COC2C#N,1029.4415
OC12CC1OCC2C#C,1066.6603
OC12CC1OCC2C#N,1039.5183
CC12CC1CCC2C=O,1182.9385
CC12CC1CCN2C=O,1146.9379
CC12CC1COC2C=O,1080.3186
CC12CC1OCC2C=O,1080.3523
CC12CN1CCC2C=O,1147.1275
CC12NC1CCC2C=O,1159.0282
CC12NC1COC2C=O,1071.0498
CC12OC1CCC2C=O,1139.753
CC12OC1CNC2C=O,1090.2583
CC12OC1COC2C=O,1052.7517
OC12CC1CCC2C=O,1075.3317
OC12CC1COC2C=O,1027.5705
OC12CC1OCC2C=O,1028.8113
CC12CC1CCC=CC2,1156.1125
CC12CC1CCN=CO2,1066.1253
CC12CC1COC=NC2,1064.2891
CC12CC1OCC=CC2,1091.663
CC12CC=CCCC1O2,1143.8968
CC12CN=COCC1N2,1064.7636
CC12CN=COCC1O2,1047.9725
OC12CC1CCC=CC2,1111.0645
OC12CC1COC=NC2,1017.6177
OC12CC1OCC=CC2,1047.4892
CC12CC1CCCC2=O,1111.5643
CC12CC1CCNC2=O,1080.9023
CC12CC1CCOC2=N,1072.3404
CC12CC1CCOC2=O,1051.672
CC12CC1CNCC2=O,1082.1865
CC12CC1COCC2=O,1060.885
CC12CC1OCCC2=O,1054.938
CC12CC1OCOC2=N,1015.2561
CC12CC1OCOC2=O,994.5723
CC12CN1CCCC2=O,1075.0874
CC12CN1CCNC2=O,1040.9101
CC12CN1CCOC2=N,1033.5999
CC12CN1CCOC2=O,1011.8603
CC12NC1CCCC2=O,1088.2447
CC12NC1CCNC2=O,1055.2738
CC12NC1CCOC2=N,1053.0421
CC12NC1CCOC2=O,1032.1999
CC12NC1CNCC2=O,1058.1928
CC12NC1COCC2=O,1038.258
CC12OC1CCCC2=O,1070.5429
CC12OC1CCNC2=O,1045.9957
CC12OC1CCOC2=N,1036.1505
CC12OC1CCOC2=O,1016.3032
CC12OC1CNCC2=O,1040.741
CC12OC1COCC2=O,1021.531
NC12CC1CCOC2=O,1022.3606
NC12CC1OCOC2=N,988.6017
NC12CC1OCOC2=O,966.3393
OC12CC1CCCC2=O,1056.3525
OC12CC1CCNC2=O,1023.5862
OC12CC1CCOC2=N,1020.3541
OC12CC1CCOC2=O,1001.4531
OC12CC1CNCC2=O,1026.4482
OC12CC1COCC2=O,1005.5937
OC12CC1NCCC2=O,1024.855
OC12CC1OCCC2=O,1001.0361
OC12CC1OCOC2=N,964.5424
OC12CC1OCOC2=O,945.3591
CC12CC1CCCC=C2,1204.4002
CC12CC1CCOC=N2,1090.837
CC12CC1COCC=C2,1137.1339
CC12CC1OCCC=C2,1126.0294
CC12CC1OCOC=N2,1039.8396
CC12NC1CCCC=C2,1126.8543
CC12NC1COCC=C2,1120.3851
CC12OC1CCCC=C2,1113.2416
CC12OC1COCC=C2,1060.1547
OC12CC1CCCC=C2,1152.0197
OC12CC1COCC=C2,1083.4278
OC12CC1OCCC=C2,1077.2639
CC12CC1CCCCC2,1234.8047
CC12CC1CCCCO2,1167.2926
CC12CC1CCCOC2,1165.8597
CC12CC1CCOCC2,1177.1487
CC12CC1CCOCO2,1109.698
CC12CC1COCCC2,1175.2605
CC12CC1COCCO2,1108.727
CC12CC1COCOC2,1107.5442
CC12CC1OCCCC2,1166.7734
CC12CC1OCCCO2,1102.2743
CC12CC1OCCOC2,1101.237
CC12CC1OCOCC2,1110.2529
CC12CCCCCC1O2,1197.9797
CC12CCCOCC1N2,1154.2179
CC12CCCOCC1O2,1140.7888
CC12CCOCCC1O2,1142.7011
CC12CN1CCCOC2,1119.2735
CC12CN1CCOCC2,1130.9348
CC12COCCCC1N2,1145.7508
CC12COCCCC1O2,1134.1682
CC12COCOCC1N2,1089.383
CC12COCOCC1O2,1078.35
OC12CC1CCCCC2,1179.7246
OC12CC1CCCOC2,1116.7135
OC12CC1CCOCC2,1122.744
OC12CC1COCCC2,1121.3927
OC12CC1COCOC2,1058.8333
OC12CC1OCCCC2,1113.6173
OC12CC1OCCOC2,1054.7578
OC12CC1OCOCC2,1057.8946
CC12CC3(C#C)C1CC23,1132.293
CC12CC3(C#C)C1CN23,1094.3851
CC12CC3(C#C)C1OC23,1104.3587
CC12CC3(C#N)C1CC23,1104.2431
CC12CC3(C#N)C1CN23,1067.0847
CC12CC3(C#N)C1NC23,1087.9226
CC12CC3(C#N)C1OC23,1076.5992
CC12NC3(C#C)C1NC23,1089.4613
CC12NC3(C#C)C1OC23,1078.5399
CC12NC3(C#N)C1CC23,1077.3832
CC12NC3(C#N)C1NC23,1062.6736
CC12NC3(C#N)C1OC23,1051.6263
CC12OC3(C#C)C1CC23,1081.8584
CC12OC3(C#C)C1NC23,1067.5954
CC12OC3(C#C)C1OC23,1056.4307
CC12OC3(C#N)C1CC23,1055.1323
CC12OC3(C#N)C1NC23,1041.371
CC12OC3(C#N)C1OC23,1030.3062
OC12CC3(C#C)C1CC23,1074.8589
OC12CC3(C#C)C1NC23,1058.5944
OC12CC3(C#C)C1OC23,1048.1699
OC12CC3(C#N)C1CC23,1046.7338
OC12CC3(C#N)C1NC23,1031.1074
OC12CC3(C#N)C1OC23,1020.351
CC12CC3(C)C(C1)OC23,1039.3711
CC12CC3(C)C(CC13)C2,1076.5807
