smiles,mu
NC(=O)CC1NC1C#C,3.8118
NC(=O)CC1NC1C#N,1.9988
NC(=O)CC1OC1C#C,3.1278
NC(=O)CC1OC1C#N,2.0143
NC(=O)CN1CC1C#C,3.3982
NC(=O)CN1CC1C#N,5.462
NC(=O)NC1CC1C#C,2.9956
NC(=O)NC1CC1C#N,1.403
NC(=O)OC1CC1C#C,2.1635
NC(=O)OC1CC1C#N,2.9071
CC(=N)OC1CC1C=O,3.8596
CC(=O)CC1CC1C=O,2.6081
CC(=O)CC1CN1C=O,5.2308
CC(=O)CC1NC1C=O,1.8492
CC(=O)CC1OC1C=O,2.7858
CC(=O)CN1CC1C=O,2.194
CC(=O)NC1CC1C=O,5.7524
CC(=O)OC1CC1C=O,3.4635
NC(=O)CC1CC1C=O,3.7748
NC(=O)CC1CN1C=O,6.0732
NC(=O)CC1NC1C=O,3.562
NC(=O)CC1OC1C=O,3.7009
NC(=O)CN1CC1C=O,3.3899
NC(=O)NC1CC1C=O,5.4641
NC(=O)OC1CC1C=O,2.2545
[O-]C(=O)CC1CN1C=[NH2+],7.9759
CC(=N)OC1CC2CC12,1.0109
CC(=N)OC1CC2NC12,0.9551
CC(=N)OC1CC2OC12,1.2691
CC(=N)OC1CN2CC12,1.6146
CC(=O)CC1CC2CC12,2.3504
CC(=O)CC1CC2CN12,3.4672
CC(=O)CC1CC2NC12,2.475
CC(=O)CC1CC2OC12,1.4173
CC(=O)CC1CN2CC12,3.6399
CC(=O)CC1OC2CC12,3.3464
CC(=O)CN1CC2CC12,3.0166
CC(=O)NC1CC2CC12,3.4225
CC(=O)NC1CC2NC12,3.5287
CC(=O)NC1CC2OC12,2.0741
CC(=O)NC1CN2CC12,3.6834
CC(=O)OC1CC2CC12,1.9051
CC(=O)OC1CC2NC12,1.5598
CC(=O)OC1CC2OC12,0.9927
CC(=O)OC1CN2CC12,2.2161
NC(=O)CC1CC2CC12,3.145
NC(=O)CC1CC2NC12,2.584
NC(=O)CC1CC2OC12,1.871
NC(=O)CC1CN2CC12,4.7737
NC(=O)CC1OC2CC12,4.1299
NC(=O)CN1CC2CC12,3.942
NC(=O)NC1CC2CC12,3.4588
NC(=O)NC1CC2NC12,3.5217
NC(=O)NC1CC2OC12,1.9441
NC(=O)NC1CN2CC12,4.1718
NC(=O)OC1CC2CC12,2.2758
NC(=O)OC1CC2NC12,2.0302
NC(=O)OC1CC2OC12,1.2145
NC(=O)OC1CN2CC12,3.3894
[O-]C(=O)CC1CC2[NH2+]C12,16.2069
[O-]C(=O)CC1C[NH+]2CC12,5.28
[O-]C(=O)CC1[NH2+]C2CC12,6.1636
[O-]C(=O)C[NH+]1CC2CC12,5.5161
CC(=N)OC1CC=CC1,1.1509
CC(=N)OC1CN=CO1,2.5143
CC(=O)CC1CC=CC1,2.4901
CC(=O)CC1CN=CO1,1.6924
CC(=O)CN1CC=CC1,2.9622
CC(=O)NC1CC=CC1,3.4136
CC(=O)OC1CC=CC1,1.8096
CC(=O)OC1CN=CO1,1.5096
NC(=O)CC1CC=CC1,3.2452
NC(=O)CC1CN=CO1,2.4277
NC(=O)CN1CC=CC1,3.904
NC(=O)NC1CC=CC1,3.3352
NC(=O)OC1CC=CC1,2.2641
NC(=O)OC1CN=CO1,2.4339
[O-]C(=O)CC1C[NH+]=CN1,7.8735
[O-]C(=O)C[NH+]1CC=CC1,5.3527
CC(=N)OC1CCC1=O,4.0455
CC(=N)OC1CNC1=O,5.1018
CC(=N)OC1COC1=N,2.937
CC(=N)OC1COC1=O,4.2961
CC(=O)CC1CCC1=O,3.2226
CC(=O)CC1CNC1=O,4.3997
CC(=O)CC1COC1=N,3.0112
CC(=O)CC1COC1=O,3.4762
CC(=O)CC1NCC1=O,1.2149
CC(=O)CC1OCC1=O,2.4333
CC(=O)CN1CCC1=O,3.7393
CC(=O)NC1CCC1=O,2.6083
CC(=O)NC1CNC1=O,1.9734
CC(=O)NC1COC1=N,1.7375
CC(=O)NC1COC1=O,3.6722
CC(=O)OC1CCC1=O,2.794
CC(=O)OC1CNC1=O,3.6359
CC(=O)OC1COC1=N,2.4485
CC(=O)OC1COC1=O,3.6293
NC(=O)CC1CCC1=O,3.9396
NC(=O)CC1CNC1=O,4.8489
NC(=O)CC1COC1=N,3.385
NC(=O)CC1COC1=O,2.584
NC(=O)CC1NCC1=O,4.7418
NC(=O)CC1OCC1=O,3.912
NC(=O)CN1CCC1=O,3.2111
NC(=O)NC1CCC1=O,2.9964
NC(=O)NC1CNC1=O,2.8064
NC(=O)NC1COC1=N,2.5873
NC(=O)NC1COC1=O,4.6133
NC(=O)OC1CCC1=O,2.318
NC(=O)OC1CNC1=O,3.0006
NC(=O)OC1COC1=N,2.5588
NC(=O)OC1COC1=O,3.8569
[O-]C(=O)CC1CNC1=[NH2+],7.7867
[O-]C(=O)CN1CCC1=[NH2+],2.6084
CC(=N)OC1CCC=C1,1.2309
CC(=N)OC1OCC=C1,2.0734
CC(=O)CC1CCC=C1,2.522
CC(=O)CC1COC=N1,2.8157
CC(=O)CC1OCC=C1,3.5673
CC(=O)NC1CCC=C1,3.4557
CC(=O)OC1CCC=C1,2.189
CC(=O)OC1OCC=C1,3.2067
NC(=O)CC1CCC=C1,3.4087
NC(=O)CC1COC=N1,3.6547
NC(=O)CC1OCC=C1,4.3825
NC(=O)NC1CCC=C1,3.5261
NC(=O)OC1CCC=C1,2.59
NC(=O)OC1OCC=C1,3.3468
[O-]C(=O)CC1CNC=[NH+]1,7.8735
[O-]C(=O)CC1[NH2+]CC=C1,6.4206
[O-]C(=O)CN1CC[NH+]=C1,2.4406
CC(=N)OC1CCCC1,2.4284
CC(=N)OC1CCCO1,2.1563
CC(=N)OC1CCOC1,2.454
CC(=O)CC1CCCC1,2.4201
CC(=O)CC1CCCO1,3.4434
CC(=O)CC1CCOC1,2.6775
CC(=O)CC1COCO1,2.0934
CC(=O)CC1OCCO1,3.1267
CC(=O)NC1CCCC1,3.4442
CC(=O)NC1CCOC1,2.3305
CC(=O)OC1CCCC1,1.9437
CC(=O)OC1CCCO1,3.1898
CC(=O)OC1CCOC1,2.3719
NC(=O)CC1CCCC1,3.2964
NC(=O)CC1CCCO1,4.5156
NC(=O)CC1CCOC1,3.3822
NC(=O)CC1COCO1,2.9291
NC(=O)CC1OCCO1,4.8937
NC(=O)NC1CCCC1,3.41
NC(=O)NC1CCOC1,2.8197
NC(=O)OC1CCCC1,2.3323
NC(=O)OC1CCCO1,3.6427
NC(=O)OC1CCOC1,3.2646
[O-]C(=O)CC1CCC[NH2+]1,6.3012
[O-]C(=O)CC1CC[NH2+]C1,6.6033
[O-]C(=O)C[NH+]1CCCC1,5.4589
CC(=O)CN=C(N)C#N,3.8754
NC(=[NH+]CC([O-])=O)C#C,7.2658
NC(=O)CN=C(N)C#N,4.6939
CC(=O)CN=C(N)C=O,2.3763
NC(=O)CN=C(N)C=O,3.6267
CC(=O)CN=C1CCO1,1.9171
NC(=O)CN=C1CCO1,1.6594
[O-]C(=O)C[NH+]=C1CCN1,7.7214
CC(=O)NC=NC1CC1,2.0068
CC(=O)OC=NC1CC1,0.4373
NC(=O)NC=NC1CC1,2.8081
NC(=O)OC=NC1CC1,1.6918
[O-]C(=O)C[NH+]=CN1CC1,0.9814
CC(=O)NC=NCC#C,2.2065
CC(=O)NC=NCC#N,5.5032
CC(=O)OC=NCC#C,0.6211
CC(=O)OC=NCC#N,3.7892
NC(=O)NC=NCC#C,2.9927
NC(=O)NC=NCC#N,4.0241
NC(=O)OC=NCC#C,1.9006
NC(=O)OC=NCC#N,4.8907
CC(=O)CN=CNC=O,3.1656
CC(=O)CN=COC=O,5.3766
CC(=O)NC=NCC=O,5.6993
CC(=O)OC=NCC=O,3.2818
NC(=O)CN=CNC=O,2.6979
NC(=O)CN=COC=O,5.9519
NC(=O)NC=NCC=O,6.4963
NC(=O)OC=NCC=O,4.5137
[O-]C(=O)CN=CNC=[NH2+],1.9463
CC(=N)OCC#CC#C,1.5708
CC(=N)OCC#CC#N,2.8018
CC(=O)CCC#CC#C,2.4422
CC(=O)CCC#CC#N,4.8922
CC(=O)NCC#CC#C,3.1579
CC(=O)NCC#CC#N,4.736
CC(=O)OCC#CC#C,1.4548
CC(=O)OCC#CC#N,3.6699
NC(=O)CCC#CC#C,3.5918
NC(=O)CCC#CC#N,5.8404
NC(=O)NCC#CC#C,3.5147
NC(=O)NCC#CC#N,4.9299
NC(=O)OCC#CC#C,2.2162
NC(=O)OCC#CC#N,4.3529
CC(=N)OCC#CC=O,4.5607
CC(=O)CCC#CC=O,4.79
CC(=O)NCC#CC=O,4.4574
CC(=O)OCC#CC=O,3.3459
NC(=O)CCC#CC=O,5.7496
NC(=O)NCC#CC=O,5.0077
NC(=O)OCC#CC=O,4.3586
CC(=N)OCC(=O)C#C,1.9297
CC(=N)OCC(=O)C#N,1.5239
CC(=O)CCC(=O)C#C,1.3026
CC(=O)CCC(=O)C#N,4.1951
CC(=O)CNC(=N)C#N,4.5049
CC(=O)CNC(=O)C#C,2.5106
CC(=O)COC(=N)C#C,1.8699
CC(=O)COC(=N)C#N,4.8274
CC(=O)COC(=O)C#C,2.7302
CC(=O)COC(=O)C#N,5.3213
CC(=O)NCC(=O)C#C,1.9907
CC(=O)NCC(=O)C#N,3.1727
CC(=O)OCC(=O)C#C,2.7941
CC(=O)OCC(=O)C#N,3.9139
NC(=[NH2+])C[N-]C(=O)C#N,4.4953
NC(=O)CCC(=O)C#C,2.173
NC(=O)CCC(=O)C#N,5.4718
NC(=O)CNC(=N)C#N,1.5398
NC(=O)CNC(=O)C#C,3.4775
NC(=O)COC(=N)C#C,2.626
NC(=O)COC(=N)C#N,5.8289
NC(=O)COC(=O)C#C,2.9824
NC(=O)COC(=O)C#N,6.9594
NC(=O)NCC(=O)C#C,1.8075
NC(=O)NCC(=O)C#N,4.4076
NC(=O)OCC(=O)C#C,2.1704
NC(=O)OCC(=O)C#N,4.4725
[O-]C(=O)CNC(=[NH2+])C#C,7.2641
CC(=N)OCC(=O)C=O,2.2924
CC(=O)CCC(=O)C=O,2.4749
CC(=O)CNC(=N)C=O,3.3778
CC(=O)CNC(=O)C=O,5.1153
CC(=O)COC(=N)C=O,2.6651
CC(=O)COC(=O)C=O,5.1372
CC(=O)NCC(=O)C=O,0.9612
CC(=O)OCC(=O)C=O,2.3978
NC(=O)CCC(=O)C=O,4.2065
NC(=O)CNC(=N)C=O,1.8787
NC(=O)CNC(=O)C=O,6.1775
NC(=O)COC(=N)C=O,3.8379
NC(=O)COC(=O)C=O,5.567
NC(=O)NCC(=O)C=O,3.1004
NC(=O)OCC(=O)C=O,3.7381
CC(=N)OCC(C)(C)O,2.5013
CC(=O)CCC(C)(C)C,2.5289
CC(=O)CCC(C)(C)O,3.0417
CC(=O)COC(C)(C)C,3.4936
CC(=O)NCC(C)(C)C,3.3328
CC(=O)NCC(C)(C)O,3.1388
CC(=O)OCC(C)(C)C,1.9747
CC(=O)OCC(C)(C)O,3.2623
CC(C)(C)CCC(N)=O,3.3514
CC(C)(C)CNC(N)=O,3.4517
CC(C)(C)COC(N)=O,2.4515
CC(C)(C)[NH2+]CC([O-])=O,5.4492
CC(C)(C)OCC(N)=O,3.8066
CC(C)([NH3+])CCC([O-])=O,6.952
CC(C)(O)CCC(N)=O,2.4465
CC(C)(O)CNC(N)=O,2.7202
CC(C)(O)COC(N)=O,2.6602
CC(=N)OCC1(C)CC1,1.2835
CC(=N)OCC1(C)CN1,1.1105
CC(=N)OCC1(C)CO1,1.6116
CC(=N)OCC1(O)CC1,2.2675
CC(=O)CCC1(C)CC1,2.5686
CC(=O)CCC1(C)CO1,1.9436
CC(=O)CCC1(O)CC1,3.016
CC(=O)COC1(C)CC1,2.9311
CC(=O)NCC1(C)CC1,3.3932
CC(=O)NCC1(C)CN1,2.4463
CC(=O)NCC1(C)CO1,1.8601
CC(=O)NCC1(O)CC1,2.8429
CC(=O)OCC1(C)CC1,2.0409
CC(=O)OCC1(C)CN1,1.4403
CC(=O)OCC1(C)CO1,1.7736
CC(=O)OCC1(O)CC1,1.5024
CC1(CC1)[NH2+]CC([O-])=O,5.3587
CC1(CC1)OCC(N)=O,3.536
CC1(CCC(N)=O)CC1,3.4394
CC1(CCC(N)=O)CO1,1.8163
CC1(CCC([O-])=O)C[NH2+]1,7.0749
CC1(CNC(N)=O)CC1,3.4534
CC1(CNC(N)=O)CN1,3.4806
CC1(CNC(N)=O)CO1,2.0498
CC1(COC(N)=O)CC1,2.4938
CC1(COC(N)=O)CN1,2.6538
CC1(COC(N)=O)CO1,1.0762
NC(=O)CCC1(O)CC1,3.0989
NC(=O)NCC1(O)CC1,3.8945
NC(=O)OCC1(O)CC1,2.9697
[NH3+]C1(CCC([O-])=O)CC1,6.1692
CC(=N)OCC1CCC1,2.4624
CC(=N)OCC1CCO1,2.6054
CC(=N)OCC1COC1,2.6074
CC(=O)CCC1CCC1,2.5659
CC(=O)CCC1CCO1,1.8234
CC(=O)CCC1COC1,3.0499
CC(=O)CNC1COC1,3.8455
CC(=O)COC1CCC1,2.835
CC(=O)COC1COC1,3.8964
CC(=O)NCC1CCC1,3.4455
CC(=O)NCC1CCO1,3.0149
CC(=O)NCC1COC1,2.8224
CC(=O)OCC1CCC1,2.06
CC(=O)OCC1CCO1,2.022
CC(=O)OCC1COC1,2.2482
NC(=O)CCC1CCC1,3.4255
NC(=O)CCC1CCO1,2.0107
NC(=O)CCC1COC1,3.7276
NC(=O)CNC1COC1,4.9729
NC(=O)COC1CCC1,3.2054
NC(=O)COC1COC1,1.906
NC(=O)NCC1CCC1,3.5718
NC(=O)NCC1CCO1,2.8355
NC(=O)NCC1COC1,3.365
NC(=O)OCC1CCC1,2.5036
NC(=O)OCC1CCO1,1.5593
NC(=O)OCC1COC1,3.2348
[O-]C(=O)CCC1CC[NH2+]1,6.9782
[O-]C(=O)CCC1C[NH2+]C1,6.331
[O-]C(=O)CC[NH+]1CCC1,6.4016
[O-]C(=O)C[NH2+]C1CCC1,5.2852
[O-]C(=O)CNC1C[NH2+]C1,5.9006
[O-]C(=O)C[NH2+]C1COC1,5.124
[O-]C(=O)COC1C[NH2+]C1,5.7825
CC(N)=[NH+]CCC([O-])=O,8.4196
NC(N)=[NH+]CCC([O-])=O,8.7932
CC(=[NH2+])NCCC([O-])=O,8.4204
CC(=N)OCCC(C)=O,3.9791
CC(=N)OCCC(N)=O,5.1623
CC(=O)CCCC(C)=O,5.0509
CC(=O)CCCC(N)=O,3.9525
CC(=O)CCNC(C)=O,3.5746
CC(=O)CCNC(N)=O,4.0277
CC(=O)CCOC(C)=O,4.3526
CC(=O)CCOC(N)=O,4.9082
CC(=O)CNCC(C)=O,0.9469
CC(=O)CNCC(N)=O,5.267
CC(=O)C[NH2+]CC([O-])=O,4.5541
CC(=O)COCC(C)=O,4.794
CC(=O)COCC(N)=O,3.9768
CC(=O)NCCC(N)=O,5.6154
CC(=O)OCCC(N)=O,5.3248
NC(=[NH2+])CCCC([O-])=O,9.1685
NC(=[NH2+])CNCC([O-])=O,4.965
NC(=[NH2+])COCC([O-])=O,9.4195
NC(=[NH2+])NCCC([O-])=O,8.7867
NC(=[NH2+])OCCC([O-])=O,3.9409
NC(=O)CCCC(N)=O,4.3462
NC(=O)CCNC(N)=O,2.8876
NC(=O)CCOC(N)=O,5.1835
NC(=O)CNCC(N)=O,5.7612
NC(=O)C[NH2+]CC([O-])=O,5.2745
NC(=O)COCC(N)=O,6.1364
CC(=N)OCCC1CC1,2.4698
CC(=N)OCCC1CO1,3.2741
CC(=N)OCCN1CC1,2.0372
CC(=O)CCCC1CC1,2.4873
CC(=O)CCCC1CO1,3.7217
CC(=O)CCCN1CC1,3.1105
CC(=O)CCOC1CC1,1.6152
CC(=O)COCC1CC1,3.3407
CC(=O)COCC1CN1,1.1072
CC(=O)COCC1CO1,1.8613
CC(=O)NCCC1CC1,3.3673
CC(=O)NCCC1CO1,2.5985
CC(=O)NCCN1CC1,4.3044
CC(=O)OCCC1CC1,1.9618
CC(=O)OCCC1CO1,3.2474
CC(=O)OCCN1CC1,2.647
NC(=O)CCCC1CC1,3.3297
NC(=O)CCCC1CO1,3.8115
NC(=O)CCCN1CC1,3.5145
NC(=O)CCOC1CC1,2.5872
NC(=O)COCC1CC1,3.4231
NC(=O)COCC1CN1,1.2865
NC(=O)COCC1CO1,2.2197
NC(=O)NCCC1CC1,3.4963
NC(=O)NCCC1CO1,2.9531
NC(=O)NCCN1CC1,3.0522
NC(=O)OCCC1CC1,2.4003
NC(=O)OCCC1CO1,3.4393
NC(=O)OCCN1CC1,3.3195
[O-]C(=O)CCCC1C[NH2+]1,6.9967
[O-]C(=O)CC[NH2+]C1CC1,6.2763
[O-]C(=O)C[NH2+]CC1CC1,5.4727
[O-]C(=O)C[NH2+]CC1CN1,4.3107
[O-]C(=O)C[NH2+]CC1CO1,4.4489
CC(=N)OCCCC#C,1.6722
CC(=N)OCCCC#N,4.3773
CC(=O)CCCCC#C,2.3872
CC(=O)CCCCC#N,3.7882
CC(=O)CCNCC#N,3.6565
CC(=O)CCOCC#C,1.4536
CC(=O)CCOCC#N,3.3816
CC(=O)CNCCC#N,5.1764
CC(=O)COCCC#C,3.3241
CC(=O)COCCC#N,4.3055
CC(=O)NCCCC#C,3.3607
CC(=O)NCCCC#N,5.4718
CC(=O)OCCCC#C,1.4681
CC(=O)OCCCC#N,2.747
NC(=O)CCCCC#C,3.4613
NC(=O)CCCCC#N,4.9188
NC(=O)CCNCC#N,4.6794
NC(=O)CCOCC#C,2.5393
NC(=O)CCOCC#N,4.2414
NC(=O)CNCCC#N,6.0229
NC(=O)COCCC#C,4.1678
NC(=O)COCCC#N,5.4094
NC(=O)NCCCC#C,3.4047
NC(=O)NCCCC#N,4.5617
NC(=O)OCCCC#C,2.197
NC(=O)OCCCC#N,3.4964
[O-]C(=O)CC[NH2+]CC#C,5.9763
[O-]C(=O)C[NH2+]CCC#C,4.9817
[O-]C(=O)C[NH2+]CCC#N,5.2388
CC(=N)OCCCC=O,3.3577
CC(=N)OCCNC=O,2.5366
CC(=N)OCCOC=N,4.6456
CC(=N)OCCOC=O,3.8705
CC(=O)CCCCC=O,3.5023
CC(=O)CCCNC=O,3.1168
CC(=O)CCCOC=N,5.7513
CC(=O)CCCOC=O,5.9204
CC(=O)CCOCC=O,3.2744
CC(=O)COCCC=O,1.9353
CC(=O)NCCCC=O,3.7163
CC(=O)NCCNC=O,0.8633
CC(=O)NCCOC=N,4.6037
CC(=O)NCCOC=O,2.7239
CC(=O)OCCCC=O,2.3897
CC(=O)OCCNC=O,4.0207
CC(=O)OCCOC=N,3.6193
CC(=O)OCCOC=O,2.7835
NC(=O)CCCCC=O,4.2488
NC(=O)CCCNC=O,2.6979
NC(=O)CCCOC=N,6.4495
NC(=O)CCCOC=O,6.8647
NC(=O)CCOCC=O,4.4689
NC(=O)COCCC=O,1.7614
NC(=O)NCCCC=O,4.4225
NC(=O)NCCNC=O,1.7947
NC(=O)NCCOC=N,2.1492
NC(=O)NCCOC=O,2.6369
NC(=O)OCCCC=O,3.0388
NC(=O)OCCNC=O,5.0156
NC(=O)OCCOC=N,3.0477
NC(=O)OCCOC=O,3.1505
[O-]C(=O)CCCNC=[NH2+],21.9335
[O-]C(=O)CC[NH2+]CC=O,2.0083
[O-]C(=O)C[NH2+]CCC=O,3.3713
CC(C)(C)N=C(N)C#N,4.9869
CC1(CC1)N=C(N)C#N,4.9063
NC(=NC1CCC1)C#N,4.9818
NC(=NC1COC1)C#N,4.5693
NC(=NCC#C)C1CO1,2.0079
NC(=NCC#N)C1CO1,2.0051
NC(=NCC1CC1)C#N,5.2831
NC(=NCC1CN1)C#N,4.9511
NC(=NCC1CO1)C#N,5.3612
NC(=NCC=O)C1CO1,3.6629
NC(=NCCC#C)C#N,4.508
NC(=NCCC#N)C#N,3.3808
NC(=NCCC=O)C#N,2.768
CC(C#C)(C#C)C1CC1,0.5394
CC(C#C)(C#C)C1CN1,1.33
CC(C#C)(C#C)C1CO1,1.2743
CC(C#C)(C#C)N1CC1,1.0478
CC(C#C)(C#N)C1CC1,3.8994
CC(C#C)(C#N)C1CN1,3.0779
CC(C#C)(C#N)C1CO1,4.0169
CC(C#C)(C#N)N1CC1,2.5148
CC(C#N)(C#N)C1CC1,4.4399
CC(C#N)(C#N)C1CN1,2.7568
CC(C#N)(C#N)C1CO1,3.2428
CC(C#N)(C#N)N1CC1,3.9061
NC(C#C)(C#N)C1CC1,4.4569
NC(C#C)(C#N)C1CN1,4.6365
NC(C#C)(C#N)C1CO1,5.2092
NC(C#N)(C#N)C1CC1,5.2471
NC(C#N)(C#N)C1CN1,4.7168
NC(C#N)(C#N)C1CO1,4.9934
OC(C#C)(C#C)C1CC1,1.0731
OC(C#C)(C#C)C1CN1,2.398
OC(C#C)(C#C)C1CO1,1.7156
OC(C#C)(C#N)C1CC1,4.5954
OC(C#C)(C#N)C1CN1,2.8554
OC(C#C)(C#N)C1CO1,3.2935
OC(C#N)(C#N)C1CC1,4.8311
OC(C#N)(C#N)C1CN1,2.9
OC(C#N)(C#N)C1CO1,4.8103
CC(=O)C#CC(O)C#C,2.8273
CC(=O)C#CC(O)C#N,2.2085
CC(C#C)C#CC(C)=O,2.9808
CC(C#C)C#CC(N)=O,3.4495
CC(C#N)C#CC(C)=O,1.2459
CC(C#N)C#CC(N)=O,0.1796
NC(=O)C#CC(O)C#C,3.7183
NC(=O)C#CC(O)C#N,2.8495
NC(C#C)C#CC(N)=O,3.11
[NH3+]C(C#C)C#CC([O-])=O,5.1432
NC(C#N)C#CC(N)=O,1.605
CC(C#C)C#CC1CC1,0.7448
CC(C#C)C#CC1CN1,1.3038
CC(C#C)C#CC1CO1,1.3702
CC(C#N)C#CC1CC1,4.1782
CC(C#N)C#CC1CN1,2.8111
CC(C#N)C#CC1CO1,2.6429
NC(C#N)C#CC1CC1,5.1947
NC(C#N)C#CC1CN1,3.218
NC(C#N)C#CC1CO1,2.9229
OC(C#C)C#CC1CC1,2.0683
OC(C#C)C#CC1CN1,1.6169
OC(C#C)C#CC1CO1,1.6511
OC(C#N)C#CC1CC1,4.6336
OC(C#N)C#CC1CN1,3.7625
OC(C#N)C#CC1CO1,3.5929
CC(C#C)C#CCC#C,0.4268
CC(C#C)C#CCC#N,3.4184
CC(C#N)C#CCC#C,3.6348
CC(C#N)C#CCC#N,0.9305
NC(C#N)C#CCC#C,2.5874
NC(C#N)C#CCC#N,2.9599
OC(C#C)C#CCC#C,1.3884
OC(C#C)C#CCC#N,2.6487
OC(C#N)C#CCC#C,3.6075
OC(C#N)C#CCC#N,2.3695
CC(C#C)C#CCC=O,2.2905
CC(C#N)C#CCC=O,2.6533
OC(C#C)C#CCC=O,1.5643
OC(C#N)C#CCC=O,3.3459
CC(=O)C(=O)C(O)C#C,2.3938
CC(C#C)C(=O)C(C)=O,0.6992
CC(C#C)C(=O)C(N)=N,2.5612
CC(C#C)C(=O)C(N)=O,1.5341
CC(C#N)C(=O)C(N)=N,5.9707
NC(=N)C(=O)C(O)C#C,3.9601
NC(=N)C(=O)C(O)C#N,3.7884
NC(=O)C(=O)C(O)C#C,3.2678
CC(C#C)C(=O)C1CC1,2.8661
CC(C#C)C(=O)C1CN1,2.1789
CC(C#C)C(=O)C1CO1,1.9264
CC(C#C)C(=O)N1CC1,2.7342
CC(C#N)C(=O)C1CC1,5.9979
CC(C#N)C(=O)C1CN1,4.1859
CC(C#N)C(=O)C1CO1,4.7157
CC(C#N)C(=O)N1CC1,2.0973
NC(C#C)C(=O)N1CC1,2.8673
NC(C#N)C(=O)N1CC1,2.5125
OC(C#C)C(=N)N1CC1,4.3258
OC(C#C)C(=O)C1CC1,3.3942
OC(C#C)C(=O)C1CN1,2.0994
OC(C#C)C(=O)C1CO1,3.1038
OC(C#C)C(=O)N1CC1,4.0124
OC(C#N)C(=N)N1CC1,6.1717
OC(C#N)C(=O)C1CC1,4.3295
OC(C#N)C(=O)C1CN1,2.5667
OC(C#N)C(=O)C1CO1,2.0986
OC(C#N)C(=O)N1CC1,4.0513
CC(C#C)C(=O)CC#C,1.8917
CC(C#C)C(=O)CC#N,5.5228
CC(C#N)C(=O)CC#C,2.6174
OC(C#C)C(=O)CC#C,2.5889
OC(C#C)C(=O)CC#N,4.0466
OC(C#N)C(=O)CC#C,3.4245
CC(C#C)C(=N)NC=O,4.1473
CC(C#C)C(=O)CC=O,2.1982
CC(C#C)C(=O)NC=N,1.4214
CC(C#C)C(=O)NC=O,5.2231
CC(C#C)C(=O)OC=N,0.8597
CC(C#N)C(=N)NC=O,1.7745
CC(C#N)C(=O)CC=O,3.8558
CC(C#N)C(=O)NC=N,2.4192
CC(C#N)C(=O)NC=O,2.2715
CC(C#N)C(=O)OC=N,3.6806
NC(C#C)C(=N)NC=O,3.7455
NC(C#C)C(=O)NC=N,4.545
NC(C#C)C(=O)NC=O,4.5671
NC(C#C)C(=O)OC=N,1.4006
NC(C#N)C(=N)NC=O,1.561
NC(C#N)C(=O)NC=N,2.7782
NC(C#N)C(=O)NC=O,1.5276
NC(C#N)C(=O)OC=N,2.5701
OC(C#C)C(=N)NC=O,3.832
OC(C#C)C(=O)CC=O,1.3814
OC(C#C)C(=O)NC=N,5.0727
OC(C#C)C(=O)NC=O,4.7171
OC(C#C)C(=O)OC=N,1.8267
OC(C#N)C(=N)NC=O,5.3906
OC(C#N)C(=O)NC=N,4.117
OC(C#N)C(=O)NC=O,3.0477
OC(C#N)C(=O)OC=N,4.0206
CC(C#C)C(C#C)C#C,0.5013
CC(C#C)C(C#C)C#N,3.9375
CC(C#C)C(C#N)C#N,4.3696
CC(C#N)C(C#C)C#C,3.6688
CC(C#N)C(C#C)C#N,6.0411
NC(C#C)C(C#C)C#N,4.05
NC(C#N)C(C#C)C#C,4.2269
NC(C#N)C(C#C)C#N,5.3832
OC(C#C)C(C#C)C#C,1.3797
OC(C#C)C(C#C)C#N,3.4052
OC(C#N)C(C#C)C#C,3.1926
OC(C#N)C(C#C)C#N,4.8298
CC(C#C)C(C)(C)C#C,0.0781
CC(C#C)C(C)(C)C#N,3.5293
CC(C#C)C(C)(N)C#N,2.4647
CC(C#C)C(C)(O)C#C,1.4717
CC(C#C)C(C)(O)C#N,2.8742
CC(C#N)C(C)(C)C#C,3.4554
CC(C#N)C(C)(C)C#N,0.4671
CC(C#N)C(C)(N)C#C,4.645
CC(C#N)C(C)(N)C#N,1.3809
CC(C#N)C(C)(O)C#C,4.7727
CC(C#N)C(C)(O)C#N,1.3115
CC(C)(C#C)C(N)C#N,2.2751
CC(C)(C#C)C(O)C#C,1.7397
CC(C)(C#C)C(O)C#N,2.8468
CC(C)(C#N)C(N)C#C,3.507
CC(C)(C#N)C(N)C#N,1.3639
CC(C)(C#N)C(O)C#C,5.1286
CC(C)(C#N)C(O)C#N,2.086
CC(N)(C#C)C(N)C#N,3.4744
CC(N)(C#C)C(O)C#N,3.9589
CC(N)(C#N)C(N)C#C,5.3464
CC(N)(C#N)C(N)C#N,2.2977
CC(N)(C#N)C(O)C#C,5.3629
CC(N)(C#N)C(O)C#N,1.8647
CC(O)(C#C)C(N)C#N,3.863
CC(O)(C#C)C(O)C#C,0.2736
CC(O)(C#C)C(O)C#N,3.6891
CC(O)(C#N)C(N)C#C,3.6849
CC(O)(C#N)C(N)C#N,5.2864
CC(O)(C#N)C(O)C#C,4.1452
CC(O)(C#N)C(O)C#N,0.7178
CC(C#C)C(C)(C)C=O,2.147
CC(C#C)C(C)(O)C=O,2.3151
CC(C#N)C(C)(C)C=O,2.9953
CC(C#N)C(C)(O)C=O,1.7505
CC(C)(C=O)C(O)C#C,3.3832
CC(C)(C=O)C(O)C#N,1.9147
