smiles,gap
OC12C3OC1C(=N)OC23,0.2389
OC12C3OC1C(=O)OC23,0.2394
CC12C3C(C#C)C1CN23,0.2812
CC12C3C(C#N)C1CN23,0.2817
CC12C3CC1C(C#C)C23,0.2941
CC12C3CC1C(C#C)N23,0.2759
CC12C3CC1C(C#N)C23,0.2945
CC12C3CC1C(C#N)N23,0.2766
CC12C3CN1C(C#C)C23,0.2668
CC12C3CN1C(C#N)C23,0.267
CC12C3NC1C(C#N)C23,0.2709
CC12C3OC1C(C#C)C23,0.2785
CC12C3OC1C(C#N)C23,0.2804
OC12C3CC1C(C#C)C23,0.2893
OC12C3CC1C(C#N)C23,0.29
OC12C3NC1C(C#N)C23,0.2707
OC12C3OC1C(C#C)C23,0.2775
OC12C3OC1C(C#N)C23,0.2798
CC1(C)C2C3CC1C23O,0.3044
CC1(C)C2C3OC1C23O,0.2947
CC1(O)C2C3CC1C23O,0.307
CC1(O)C2C3NC1C23O,0.2825
CC1(O)C2C3OC1C23O,0.2983
CC12C3CC1C(C)(C)C23,0.3245
CC12C3CC1C(C)(C)N23,0.3187
CC12C3CC1C(C)(O)C23,0.3122
CC12C3N1CC2C3(C)C,0.3147
CC12C3N1CC2C3(C)O,0.2994
CC12C3OC1C(C)(C)C23,0.3073
CC12C3OC1C(C)(O)C23,0.2974
CC12C3CC(C1O3)C2=O,0.2174
CC12C3CC1C(C3)C2=O,0.2282
CC12C3CC1C(O3)C2=O,0.2091
CC12C3CN1C(C3)C2=O,0.2216
CC12C3CN1CC3C2=O,0.22
OC12C3CC(C1N3)C2=O,0.2203
OC12C3CC(C1O3)C2=O,0.2128
OC12C3CC1C(C3)C2=O,0.2281
OC12C3CC1C(O3)C2=O,0.209
CC12C3C(C=O)C1CN23,0.2255
CC12C3CC1C(C=O)C23,0.2227
CC12C3CC1C(C=O)N23,0.2155
CC12C3CC1N(C=O)C23,0.2491
CC12C3CN1C(C=O)C23,0.2113
CC12C3OC1C(C=O)C23,0.2097
OC12C3CC1C(C=O)C23,0.2214
OC12C3CC1N(C=O)C23,0.2481
OC12C3[NH2+]C1[C-](C=O)C23,0.1454
OC12C3OC1C(C=O)C23,0.2143
CC12C3CC1C1(CC1)C23,0.3287
CC12C3CC1C1(CC1)N23,0.3259
CC12C3CC1C1(CO1)C23,0.3377
CC12C3CN1C1(CC1)C23,0.3103
CC12C3N1CC2C31CC1,0.3178
CC12C3N1CC2C31CN1,0.3132
CC12C3N1CC2C31CO1,0.325
CC12C3OC1C1(CC1)C23,0.3043
CC12C3OC1C1(CN1)C23,0.2927
CC12C3OC1C1(CO1)C23,0.299
OC12C3CC1C1(CC1)C23,0.3043
OC12C3CC1C1(CN1)C23,0.2994
OC12C3CC1C1(CO1)C23,0.3101
OC12C3NC1C1(CN1)C23,0.29
OC12C3NC1C1(CO1)C23,0.291
OC12C3OC1C1(CC1)C23,0.2946
OC12C3OC1C1(CN1)C23,0.2882
OC12C3OC1C1(CO1)C23,0.2935
CC12C3CC1C1C3CC21,0.3532
CC12C3CC1C1C3OC21,0.3156
CC12C3CC1N1C3CC21,0.3141
CC12C3CC4C3C1OC24,0.317
CC12C3CN1C1C3OC21,0.2921
CC12C3OC1C1C3CN21,0.2926
CC12C3OC1C1C3OC21,0.297
OC12C3CC1C1C3CC21,0.3184
OC12C3CC1C1C3OC21,0.2992
OC12C3CC1N1C3CC21,0.295
OC12C3CC1N1CC2C31,0.2795
OC12C3CC4C3C1OC24,0.3139
OC12C3NC1C1C3OC21,0.2877
OC12C3OC1C1C3OC21,0.2836
CC12C3CC1C1CC3C21,0.326
CC12C3CC1C1CC3N21,0.2802
CC12C3CC1C1OC3C21,0.2952
CC12C3CC1N1CC3C21,0.2811
CC12C3CN1C1CN3C21,0.2619
CC12C3OC1C1CC3C21,0.2945
CC12C3OC1C1CC3N21,0.2632
CC12C3OC1C1OC3C21,0.2583
OC12C3CC1C1CC3C21,0.2971
OC12C3CC1C1OC3C21,0.2906
OC12C3CC1N1CC3C21,0.2676
OC12C3NC1C1OC3C21,0.2613
OC12C3OC1C1CC3C21,0.2902
OC12C3OC1C1NC3C21,0.2611
OC12C3OC1C1OC3C21,0.259
CC12C3CC1C3C21CC1,0.3445
CC12C3CC1C3C21CN1,0.3065
CC12C3CC1C3C21CO1,0.3475
CC12C3CC1N3C21CC1,0.3197
CC12C3CN1C3C21CC1,0.3085
CC12C3CN1C3C21CN1,0.2938
CC12C3CN1C3C21CO1,0.3089
CC12C3OC1C3C21CC1,0.3198
CC12C3OC1C3C21NC1,0.307
CC12C3OC1C3C21OC1,0.3206
OC12C3CC1C3C21CC1,0.3099
OC12C3CC1C3C21CN1,0.2935
OC12C3CC1C3C21CO1,0.3141
OC12C3CC1N3C21CC1,0.3094
OC12C3NC1C3C21NC1,0.3091
OC12C3NC1C3C21CO1,0.3111
OC12C3OC1C3C21CC1,0.3067
OC12C3OC1C3C21NC1,0.3041
OC12C3OC1C3C21OC1,0.3046
CC12C3CC1C3C2C#C,0.2996
CC12C3CC1C3C2C#N,0.3266
CC12C3CC1N3C2C#C,0.2619
CC12C3CC1N3C2C#N,0.2627
CC12C3CN1C3C2C#C,0.275
CC12C3CN1C3C2C#N,0.2715
CC12C3OC1C3C2C#C,0.277
CC12C3OC1C3C2C#N,0.2747
NC12C3CC1N3C2C#N,0.2624
NC12C3NC1C3C2C#N,0.2696
NC12C3OC1C3C2C#N,0.2651
OC12C3CC1C3C2C#C,0.2917
OC12C3CC1C3C2C#N,0.3033
OC12C3CC1N3C2C#C,0.272
OC12C3CC1N3C2C#N,0.2754
OC12C3NC1C3C2C#C,0.2803
OC12C3NC1C3C2C#N,0.2773
OC12C3OC1C3C2C#C,0.2692
OC12C3OC1C3C2C#N,0.2719
CC12C3CC1C3C2C=O,0.2181
CC12C3CC1C3N2C=O,0.2504
CC12C3CC1N3C2C=O,0.2079
CC12C3CN1C3C2C=O,0.2067
CC12C3NC1C3N2C=O,0.2511
CC12C3OC1C3C2C=O,0.2171
CC12C3OC1C3N2C=O,0.2521
OC12C3CC1C3C2C=O,0.2175
OC12C3CC1N3C2C=O,0.2147
OC12C3NC1C3C2C=O,0.2075
CC12C3CC1C3CC2=O,0.2219
CC12C3CC1C3NC2=O,0.2516
CC12C3CC1C3OC2=N,0.2755
CC12C3CC1C3OC2=O,0.2656
CC12C3CC1N3CC2=O,0.2048
CC12C3CN1C3CC2=O,0.2165
CC12C3NC1C3NC2=O,0.2498
CC12C3NC1C3OC2=N,0.2659
CC12C3NC1C3OC2=O,0.2537
CC12C3OC1C3CC2=O,0.2111
CC12C3OC1C3NC2=O,0.2396
CC12C3OC1C3OC2=N,0.2583
CC12C3OC1C3OC2=O,0.2419
NC12C3CC1C3OC2=O,0.2482
NC12C3NC1C3NC2=O,0.2401
NC12C3NC1C3OC2=N,0.2495
NC12C3NC1C3OC2=O,0.2412
NC12C3OC1C3NC2=O,0.2349
NC12C3OC1C3OC2=N,0.2465
NC12C3OC1C3OC2=O,0.2354
OC12C3CC1C3CC2=O,0.2256
OC12C3CC1C3NC2=O,0.2571
OC12C3CC1C3OC2=N,0.2724
OC12C3CC1C3OC2=O,0.2696
OC12C3CC1N3CC2=O,0.2049
OC12C3NC1C3CC2=O,0.2126
OC12C3NC1C3NC2=O,0.2464
OC12C3NC1C3OC2=N,0.2561
OC12C3NC1C3OC2=O,0.2577
OC12C3OC1C3CC2=O,0.2039
OC12C3OC1C3NC2=N,0.243
OC12C3OC1C3NC2=O,0.238
OC12C3OC1C3OC2=N,0.2509
OC12C3OC1C3OC2=O,0.2369
CC12C3CC1C=CC2C3,0.2487
CC12C3CC1C=CC2O3,0.2341
OC12C3CC1C=CC2C3,0.2513
OC12C3CC1C=CC2O3,0.2348
CC12C3CC1C=CCC23,0.2552
CC12C3CC1N=COC23,0.2597
CC12C3CC=CC1OC23,0.2241
OC12C3CC1C=CCC23,0.2473
OC12C3CC1N=COC23,0.2464
OC12C3CC=CC1OC23,0.2189
CC12C3CC1CC(=O)C23,0.2211
CC12C3CC1CC(=O)N23,0.2374
CC12C3CC1NC(=O)C23,0.2567
CC12C3CC1NC(=O)N23,0.2663
CC12C3CC1OC(=N)C23,0.2732
CC12C3CC1OC(=N)N23,0.2822
CC12C3CC1OC(=O)C23,0.2652
CC12C3CC1OC(=O)N23,0.2811
CC12C3CN1CC(=O)C23,0.2049
CC12C3N1CC2CC3=O,0.2135
CC12C3N1CC2NC3=O,0.2474
CC12C3N1CC2OC3=N,0.2538
CC12C3N1CC2OC3=O,0.253
CC12C3OC1CC(=O)C23,0.2228
OC12C3CC1CC(=O)C23,0.22
OC12C3CC1NC(=O)C23,0.2566
OC12C3CC1OC(=N)C23,0.2657
OC12C3CC1OC(=O)C23,0.2631
OC12C3NC1CC(=O)C23,0.2161
OC12C3OC1CC(=O)C23,0.2207
CC12C3CC1CC23C#C,0.2682
CC12C3CC1CC23C#N,0.2813
CC12C3CC1NC23C#N,0.253
CC12C3CC1OC23C#C,0.2416
CC12C3CC1OC23C#N,0.2465
CC12C3CN1C2(C3)C#C,0.2659
CC12C3CN1C2(C3)C#N,0.273
CC12C3CN1CC23C#C,0.2581
CC12C3CN1CC23C#N,0.2606
CC12C3NC1CC23C#N,0.2586
CC12C3OC1CC23C#C,0.2592
CC12C3OC1CC23C#N,0.2663
NC12C3CC1NC23C#N,0.2502
NC12C3CC1OC23C#N,0.2474
NC12C3NC1CC23C#N,0.2479
NC12C3OC1CC23C#N,0.2525
OC12C3CC1CC23C#C,0.2712
OC12C3CC1CC23C#N,0.2851
OC12C3CC1NC23C#C,0.2454
OC12C3CC1NC23C#N,0.2503
OC12C3CC1OC23C#C,0.2388
OC12C3CC1OC23C#N,0.2443
OC12C3NC1CC23C#C,0.2546
OC12C3NC1CC23C#N,0.2613
OC12C3OC1CC23C#C,0.2626
OC12C3OC1CC23C#N,0.2704
CC12C3CC1CC23C=O,0.2236
CC12C3CC1OC23C=O,0.2175
CC12C3CN1C2(C3)C=O,0.2181
CC12C3CN1CC23C=O,0.2095
CC12C3OC1CC23C=O,0.2167
OC12C3CC1CC23C=O,0.2247
OC12C3CC1NC23C=O,0.2137
OC12C3CC1OC23C=O,0.2177
OC12C3NC1CC23C=O,0.2172
OC12C3OC1CC23C=O,0.2191
CC12C3CC1=CCC2O3,0.2108
CC12C3CC1CC=C2C3,0.2161
CC12C3CC1OC2=NC3,0.2146
NC12C3CC1OC2=NC3,0.2059
OC12C3CC1=CCC2O3,0.2072
OC12C3CC1CC=C2C3,0.2142
OC12C3CC1NC2=NC3,0.1938
OC12C3CC1OC2=NC3,0.202
CC12C3CC1CC=CC23,0.2455
CC12C3CC1OC=NC23,0.2512
CC12C3OC1CC=CC23,0.2374
OC12C3CC1CC=CC23,0.2392
OC12C3CC1OC=NC23,0.2426
OC12C3OC1CC=CC23,0.2336
CC12C3CC1CCC2C3,0.3336
CC12C3CC1COC2C3,0.3159
CC12C3CC1OC2CC3,0.3131
CC12C3CC1OCC2O3,0.3121
CC12C3CN1CC2OC3,0.2911
CC12C3CN1CCC2O3,0.2757
OC12C3CC1CCC2C3,0.3066
OC12C3CC1COC2C3,0.3043
OC12C3CC1OC2CC3,0.3024
OC12C3CC1OCC2O3,0.2968
CC12C3CC1CCCC23,0.3174
CC12C3CC1CCOC23,0.3044
CC12C3CC1COCC23,0.315
CC12C3CC1OCCC23,0.3194
CC12C3CC1OCCN23,0.3068
CC12C3CC1OCOC23,0.319
CC12C3CCCC1OC23,0.3056
CC12C3CCOC1CN23,0.3102
CC12C3COCC1CN23,0.3095
CC12C3COCC1OC23,0.306
CC12C3OC1CCOC23,0.2845
OC12C3CC1CCCC23,0.3128
OC12C3CC1CCOC23,0.296
OC12C3CC1COCC23,0.3045
OC12C3CC1OCCC23,0.308
OC12C3CC1OCOC23,0.3043
OC12C3CCCC1OC23,0.2891
OC12C3COCC1OC23,0.288
OC12C3NC1CCOC23,0.2723
OC12C3OC1CCOC23,0.2821
CC12C(C#C)C1C1CN21,0.2586
CC12C(C#N)C1C1CN21,0.2572
CC12C3CC3C1C2C#C,0.2526
CC12C3CC3C1C2C#N,0.2529
CC12C3CC3N1C2C#C,0.2415
CC12C3CC3N1C2C#N,0.2427
CC12C(C#C)C1N1CC21,0.2573
CC12C(C#N)C1N1CC21,0.2568
CC12C3NC3C1C2C#C,0.2503
CC12C3NC3C1C2C#N,0.2548
CC12C3OC3C1C2C#C,0.2626
CC12C3OC3C1C2C#N,0.2712
NC12C(C#N)C1N1CC21,0.2483
NC12C3NC3C1C2C#N,0.2559
NC12C3OC3C1C2C#N,0.2725
OC12C3CC3C1C2C#C,0.2548
OC12C3CC3C1C2C#N,0.2554
OC12C(C#C)C1N1CC21,0.2556
OC12C(C#N)C1N1CC21,0.2559
OC12C3NC3C1C2C#C,0.2519
OC12C3NC3C1C2C#N,0.2565
OC12C3OC3C1C2C#C,0.2635
OC12C3OC3C1C2C#N,0.2726
CC12C(C=O)C1C1CN21,0.1898
CC12C3CC3C1C2C=O,0.1923
CC12C3CC3C1N2C=O,0.2321
CC12C3CC3N1C2C=O,0.1964
CC12C(C=O)C1N1CC21,0.1983
CC12C3NC3C1C2C=O,0.2263
CC12C3NC3C1N2C=O,0.2614
CC12C3OC3C1C2C=O,0.2262
CC12C3OC3C1N2C=O,0.2443
OC12C3CC3C1C2C=O,0.194
OC12C(C=O)C1N1CC21,0.1972
OC12C3NC3C1C2C=O,0.2257
OC12C3OC3C1C2C=O,0.225
CC12C(CC1=O)C1CN21,0.1982
CC12C(NC1=O)C1CN21,0.2526
CC12C(OC1=N)C1CN21,0.2545
CC12C(OC1=O)C1CN21,0.247
CC12C3CC3C1CC2=O,0.206
CC12C3CC3C1NC2=O,0.2606
CC12C3CC3C1OC2=N,0.2817
CC12C3CC3C1OC2=O,0.2619
CC12C3CC3N1CC2=O,0.2059
CC12C3CN3C1CC2=O,0.2005
CC12C3NC3C1CC2=O,0.2063
CC12C3NC3C1NC2=O,0.2555
CC12C3NC3C1OC2=N,0.2705
CC12C3NC3C1OC2=O,0.257
CC12C3OC3C1CC2=O,0.2119
CC12C3OC3C1NC2=O,0.2614
CC12C3OC3C1OC2=N,0.2826
CC12C3OC3C1OC2=O,0.2685
NC12C3CC3C1OC2=N,0.2541
NC12C3CC3C1OC2=O,0.2411
NC12C3NC3C1NC2=O,0.2454
NC12C3NC3C1OC2=N,0.261
NC12C3NC3C1OC2=O,0.2473
NC12C3OC3C1NC2=O,0.2463
NC12C3OC3C1OC2=N,0.2558
NC12C3OC3C1OC2=O,0.2457
OC12C3CC3C1CC2=O,0.2004
OC12C3CC3C1NC2=O,0.2507
OC12C3CC3C1OC2=N,0.2595
OC12C3CC3C1OC2=O,0.2409
OC12C3CN3C1CC2=O,0.1954
OC12C3NC3C1CC2=O,0.2002
OC12C3NC3C1NC2=N,0.2525
OC12C3NC3C1NC2=O,0.2466
OC12C3NC3C1OC2=N,0.2579
OC12C3NC3C1OC2=O,0.2485
OC12C3OC3C1CC2=O,0.2086
OC12C3OC3C1NC2=N,0.2551
OC12C3OC3C1NC2=O,0.2503
OC12C3OC3C1OC2=N,0.2657
OC12C3OC3C1OC2=O,0.2576
CC12C3CC1C3C1CN21,0.3235
CC12C3CC3C3C1CC23,0.3482
CC12C3CC3C3C1CN23,0.3091
CC12C3CC3C3C1OC23,0.3198
CC12C3CC3N3C1CC23,0.3157
CC12C3CN3C3C1CC23,0.3182
CC12C3CN3C3C1OC23,0.3044
CC12C3NC3C3C1CC23,0.3135
CC12C3NC3C3C1CN23,0.2977
CC12C3NC3C3C1OC23,0.3096
CC12C3OC1C3C1CN21,0.3062
CC12C3OC3C3C1CC23,0.3251
CC12C3OC3C3C1CN23,0.2918
CC12C3OC3C3C1OC23,0.3024
OC12C3CC3C3C1CC23,0.3264
OC12C3CC3C3C1OC23,0.3165
OC12C3CC3N3C1CC23,0.2885
OC12C3CN3C3C1CC23,0.2996
OC12C3CN3C3C1NC23,0.2984
OC12C3CN3C3C1OC23,0.296
OC12C3NC3C3C1CC23,0.3027
OC12C3NC3C3C1OC23,0.3124
OC12C3OC3C3C1CC23,0.3123
OC12C3OC3C3C1NC23,0.3094
OC12C3OC3C3C1OC23,0.2927
CC12C3C4C(CN13)C24O,0.2872
CC12C3CC4C(C13)C24C,0.3024
CC12C3CC4C(C13)C24O,0.2885
CC12C3CC4C(N13)C24O,0.2876
CC12C3CC4N(C13)C24C,0.2989
CC12C3CN4C(C13)C24C,0.2988
CC12C3OC4C(C13)C24C,0.312
CC12C3OC4C(C13)C24O,0.2884
OC12C3CC4C(C13)C24O,0.2751
OC12C3OC4C(C13)C24O,0.2686
CC12C3CC4C(CC13)C24,0.3276
CC12C3CC4C(CC13)N24,0.32
CC12C3C4CC1N2CC34,0.3101
CC12C3CC4C(OC13)C24,0.3067
CC12C3CC4C1N4CC23,0.3119
CC12C3CN4C(CN13)C24,0.3005
CC12C3OC4C(OC13)C24,0.2853
OC12C3CC4C(CC13)C24,0.3176
OC12C3CC4C(OC13)C24,0.2894
OC12C3CC4C1N4CC23,0.3008
OC12C3OC4C(OC13)C24,0.264
CC12C3C4CC1C4CN23,0.3328
CC12C3C4OC1C4CN23,0.3
CC12C3CC4C(CC14)C23,0.3453
CC12C3CC4C(CC14)N23,0.332
CC12C3CC4C(OC14)C23,0.3256
CC12C3OC4C(CC14)C23,0.3297
CC12C3OC4C(OC14)C23,0.3291
OC12C3CC4C(CC14)C23,0.3254
OC12C3CC4C(OC14)C23,0.3065
OC12C3CC4C1CN4C23,0.2926
OC12C3CN4C(CC14)C23,0.3041
OC12C3OC4C(CC14)C23,0.3014
OC12C3OC4C(NC14)C23,0.3007
OC12C3OC4C(OC14)C23,0.3037
CC12C3C4CN1C2C34O,0.2937
CC12C3CC4C1C4(C)C23,0.308
CC12C3CC4C1C4(O)C23,0.2901
CC12C3CC4N1C4(C)C23,0.3042
CC12C3CN4C1C4(C)C23,0.3012
CC12C3OC4C1C4(C)C23,0.3155
CC12C3OC4C1C4(O)C23,0.2952
OC12C3CC4C1C4(O)C23,0.2944
OC12C3OC4C1C4(O)C23,0.2829
CC12C3C4CC1C2(C)N34,0.3016
CC12C3C4CC1C2(O)C34,0.2929
CC12C3C4CN1C2(C)C34,0.3027
CC12C3C4N3CC1C24O,0.2895
CC12C3C4OC1C2(O)C34,0.2905
CC12C3CC4C(N14)C23O,0.2914
CC12C3C4CC1C2(C)C34,0.3053
CC12C3C4N3CC1C24C,0.2992
CC12C3C4OC1C2(C)C34,0.3146
OC12C3C4CC1C2(O)C34,0.2908
OC12C3C4N3CC1C24O,0.2854
OC12C3C4OC1C2(O)C34,0.279
CC12C3C4CC(CN13)C24,0.3145
CC12C3C4OC(CN13)C24,0.2886
CC12C3CC4CC(C13)C24,0.3227
CC12C3CC4CC(C14)N23,0.3021
CC12C3CC4CN(C13)C24,0.2848
CC12C3CC4OC(C13)C24,0.3099
CC12C3CN4CC(C14)N23,0.2786
CC12C3OC4CC(C13)C24,0.3089
CC12C3OC4CN(C13)C24,0.2728
OC12C3CC4CC(C13)C24,0.3122
OC12C3CC4CN(C13)C24,0.2763
OC12C3CC4OC(C13)C24,0.3086
OC12C3OC4CC(C13)C24,0.2917
OC12C3OC4CN(C13)C24,0.2679
CC12C3C4C(CC14)CN23,0.3122
CC12C3C4C(CN13)OC24,0.2886
CC12C3CC4CC1C4C23,0.3248
CC12C3CC4CC1C4N23,0.302
CC12C3CC4CC1N4C23,0.3001
CC12C3CC4OC1C4C23,0.3094
CC12C3CC4OC1C4N23,0.295
CC12C3OC4CC1C4C23,0.3077
CC12C3OC4CN1C4C23,0.2768
OC12C3CC4CC1C4C23,0.318
OC12C3CC4CC1N4C23,0.2904
OC12C3CC4OC1C4C23,0.3018
OC12C3CN4CC1C4C23,0.286
OC12C3OC4CC1C4C23,0.2958
CC12C3C=CC1=CCN23,0.1719
CC12C3CC=C1C=CC23,0.1749
OC12C3CC=C1C=CC23,0.1729
CC12C3C(CCN13)C2=O,0.2201
CC12C3CCC(C13)C2=O,0.2355
CC12C3CCC(N13)C2=O,0.2251
CC12C3CCN(C13)C2=O,0.2419
CC12C3COC(C13)C2=O,0.2208
CC12C3OCC(C13)C2=O,0.2386
OC12C3CCC(C13)C2=O,0.2415
OC12C3CCN(C13)C2=N,0.2535
OC12C3CCN(C13)C2=O,0.2355
OC12C3COC(C13)C2=O,0.226
OC12C3OCC(C13)C2=O,0.2296
CC12C3CC=C1COC23,0.1997
CC12C3CCC1=CCC23,0.2201
CC12C3COC1=NCC23,0.221
OC12C3CC=C1COC23,0.1985
OC12C3CCC1=CCC23,0.2213
OC12C3CNC1=NCC23,0.2048
OC12C3COC1=NCC23,0.2124
CC12C3CCC1C(=O)C23,0.234
CC12C3CCC1C(=O)N23,0.2355
CC12C3CCN1C(=O)C23,0.2429
CC12C3COC1C(=N)N23,0.2406
CC12C3COC1C(=O)C23,0.2187
CC12C3COC1C(=O)N23,0.2253
CC12C3N1CCC2C3=O,0.2193
CC12C3OCC1C(=O)C23,0.2374
OC12C3CCC1C(=O)C23,0.2332
OC12C3COC1C(=O)C23,0.2151
OC12C3OCC1C(=O)C23,0.2335
CC12C3CCC1C=CC23,0.2387
CC12C3COC1C=CC23,0.2334
CC12C3OCC1C=CC23,0.2291
OC12C3CCC1C=CC23,0.2366
OC12C3COC1C=CC23,0.2264
OC12C3OCC1C=CC23,0.2304
CC12C3CCC1CCC23,0.326
CC12C3CCC1COC23,0.3117
CC12C3CCC1OCC23,0.3183
CC12C3COC1CCN23,0.3179
CC12C3COC1COC23,0.3243
CC12C3COC1OCC23,0.3306
CC12C3OCC1COC23,0.3067
OC12C3CCC1CCC23,0.3169
OC12C3CCC1COC23,0.3012
OC12C3CCC1OCC23,0.3134
OC12C3COC1COC23,0.3035
OC12C3COC1OCC23,0.322
OC12C3OCC1COC23,0.2879
CC12C=C3CC4C1C2C34,0.1767
CC12C=C3CC4C1N2C34,0.1759
CC12C=C3CC4C3C1N24,0.1775
CC12C=C3CN4C1C2C34,0.186
CC12N=C3NC4C1C2C34,0.1657
CC12N=C3OC4C1C2C34,0.155
OC12C=C3CC4C1C2C34,0.1786
OC12C=C3CN4C1C2C34,0.1766
CC12C=CC(C=C1)C2=O,0.2409
OC12C=CC(C=C1)C2=O,0.2437
CC12C=CC3(C)C1CC23,0.2252
CC12C=CC3(C)C1CN23,0.2064
CC12C=CC3(C)C1OC23,0.2245
CC12C=CC3(O)C1CC23,0.226
CC12C=CC3(O)C1NC23,0.2217
CC12C=CC3(O)C1OC23,0.218
OC12C=CC3(O)C1CC23,0.2262
OC12C=CC3(O)C1NC23,0.2227
OC12C=CC3(O)C1OC23,0.2109
CC12C=CC3(C)CC1C23,0.2382
CC12C=CC3(C)CC1N23,0.2181
CC12C=CC3(C)CN1C23,0.2285
CC12C=CC3(C)OC1C23,0.2254
CC12C=CC3(O)CC1C23,0.2405
CC12C=CC3(O)CN1C23,0.2225
CC12CC3C1C3(O)C=C2,0.2377
CC12OC3C1C3(O)C=C2,0.2186
OC12C=CC3(O)CC1C23,0.2405
CC12C=CC34CC(C13)C24,0.2212
CC12C=CC34CC(C13)N24,0.2107
CC12C=CC34CN(C13)C24,0.2206
CC12C=CC34OC(C13)C24,0.2166
OC12C=CC34CC(C13)C24,0.2224
OC12C=CC34CN(C13)C24,0.2193
OC12C=CC34OC(C13)C24,0.2155
CC12C=CC3=CCC1C23,0.1739
CC12C=CC3=CCN1C23,0.1705
OC12C=CC3=CCC1C23,0.1756
CC12C=CC3C(C13)C2=O,0.2034
CC12C=CC3C(N13)C2=O,0.1893
CC12C=CC3C1N3C2=O,0.2073
CC12N=CN3C(C13)C2=O,0.1958
OC12C=CC3C(C13)C2=O,0.2112
OC12C=CC3C1N3C2=N,0.2243
OC12C=CC3C1N3C2=O,0.2127
CC12C=CC3C(C=C1)C23,0.233
CC12C=CC3C(C=C1)N23,0.2105
CC12C=CC3C1N3C=N2,0.2285
OC12C=CC3C(C=C1)C23,0.2373
CC12C=CC3C1C2C3=O,0.2052
CC12C=CC3C1N2C3=O,0.2101
CC12C=CC3N1C2C3=O,0.1914
CC12C=CN3C1C2C3=O,0.2005
CC12N=CN3C1C2C3=N,0.214
CC12N=CN3C1C2C3=O,0.2075
OC12C=CC3C1C2C3=O,0.205
OC12C=CN3C1C2C3=O,0.1985
CC12C=CC3C1C=CC23,0.1964
OC12C=CC3C1C=CC23,0.1932
CC12C=CC3C1CCC23,0.2312
CC12C=CC3C1CCN23,0.2242
CC12C=CC3C1COC23,0.2322
OC12C=CC3C1CCC23,0.2309
OC12C=CC3C1COC23,0.2302
CC12C=CC3C1C1C2N31,0.2309
CC12C=CC3C4C(C13)N24,0.2326
CC12C=CC3C4C(C14)C23,0.2477
CC12C=CC3C4C(C14)N23,0.2215
CC12C=CC3C4C1N4C23,0.243
OC12C=CC3C1C1C2N31,0.2231
OC12C=CC3C4C(C14)C23,0.2389
OC12C=CC3C4C1N4C23,0.2367
CC12C=CC3C4C1C2N34,0.2351
CC12C=CC3C4C3C1C24,0.2399
CC12C=CC3C4C3N1C24,0.2364
OC12C=CC3C4C1C2N34,0.2329
OC12C=CC3C4C3C1C24,0.235
CC12C=CC3C=CC1C23,0.2301
CC12C=CC3C=CC1N23,0.2089
CC12C=CC3N=CN1C23,0.2246
CC12N=CN3C=NC1C23,0.1991
NC12C=CN3C=NC1C23,0.1987
OC12C=CC3C=CC1C23,0.2238
OC12C=CN3C=NC1C23,0.1975
CC12C3CC1C=CC23O,0.2362
CC12C3OC1C=CC23O,0.216
CC12C=CC3CC1C23C,0.2366
CC12C=CC3CC1C23O,0.2407
CC12C=CC3CN1C23C,0.2278
CC12C=CC3NC1C23O,0.2228
CC12C=CC3OC1C23C,0.2215
CC12C=CC3OC1C23O,0.2223
OC12C=CC3CC1C23O,0.2339
OC12C=CC3NC1C23O,0.2157
OC12C=CC3OC1C23O,0.2168
CC12C=CC3CC1C2C3,0.2461
CC12C=CC3CC1C2O3,0.2369
CC12C=CC3OC1C2O3,0.2358
OC12C=CC3CC1C2C3,0.243
OC12C=CC3CC1C2O3,0.228
OC12C=CC3OC1C2O3,0.2305
CC12C=CC3CC1CC23,0.2468
CC12C=CC3CC1OC23,0.2407
CC12C=CC3OC1CC23,0.2435
OC12C=CC3CC1CC23,0.2481
OC12C=CC3CC1OC23,0.2404
OC12C=CC3OC1CC23,0.2353
CC12C=CC3CCC1C23,0.2384
CC12C=CC3CCC1N23,0.2197
CC12C=CC3COC1C23,0.2276
CC12C=CC3OCC1C23,0.2334
OC12C=CC3CCC1C23,0.2385
OC12C=CC3COC1C23,0.2262
OC12C=CC3OCC1C23,0.2321
CC12C=CCC11CC2C1,0.2559
CC12C=CCC11CC2O1,0.2431
CC12N=COC11CC2C1,0.2564
OC12C=CCC11CC2C1,0.2408
OC12C=CCC11CC2O1,0.2275
CC12C=CCC1C1CC21,0.2632
CC12C=CCC1C1NC21,0.2552
CC12C=CCC1C1OC21,0.2627
CC12C=CCC1N1CC21,0.2403
CC12N=COC1C1CC21,0.2672
CC12N=COC1C1NC21,0.2648
CC12N=COC1C1OC21,0.2705
OC12C=CCC1C1CC21,0.2553
OC12C=CCC1C1NC21,0.2533
OC12C=CCC1C1OC21,0.2556
OC12C=CCC1N1CC21,0.2365
CC12C=CCC1C2C#C,0.2404
CC12C=CCC1C2C#N,0.2471
CC12C=CCN1C2C#C,0.2245
CC12C=CCN1C2C#N,0.2315
CC12N=COC1C2C#C,0.2442
CC12N=COC1C2C#N,0.2568
OC12C=CCC1C2C#C,0.2395
OC12C=CCC1C2C#N,0.2467
CC12C=CCC1C2C=O,0.2111
CC12C=CCC1N2C=O,0.2368
