smiles,lumo
CC1(CCO1)C(=O)C#C,-0.0616
CC1(CCO1)C(=O)C#N,-0.0894
CC1(COC1)C(=O)C#C,-0.0659
CC1(COC1)C(=O)C#N,-0.0936
OC1(CCC1)C(=O)C#C,-0.0673
OC1(CCC1)C(=O)C#N,-0.0922
OC1(CNC1)C(=O)C#N,-0.0953
OC1(COC1)C(=O)C#C,-0.0792
OC1(COC1)C(=O)C#N,-0.1055
CC1(CCC1)C(=O)C=O,-0.0927
CC1(CCO1)C(=O)C=O,-0.0932
CC1(COC1)C(=O)C=O,-0.1042
OC1(CCC1)C(=O)C=O,-0.1065
OC1(COC1)C(=O)C=O,-0.1001
CC1(CCC1)C1CCC1,0.0766
CC1(CCC1)C1CCO1,0.0826
CC1(CCC1)C1COC1,0.0735
CC1(CCO1)C1CCC1,0.0808
CC1(CCO1)C1CCO1,0.0681
CC1(CCO1)C1COC1,0.0676
CC1(COC1)C1CCC1,0.0738
CC1(COC1)C1CCO1,0.0694
CC1(COC1)C1COC1,0.0628
OC1(CCC1)C1CCC1,0.0679
OC1(CCC1)C1CCO1,0.0714
OC1(CCC1)C1COC1,0.061
OC1(COC1)C1CCC1,0.0595
OC1(COC1)C1CCO1,0.062
OC1(COC1)C1COC1,0.0507
CC1(CCC11CC1)C#C,0.0496
CC1(CCC11CC1)C#N,0.0309
CC1(CCC11CN1)C#C,0.0398
CC1(CCC11CN1)C#N,0.0205
CC1(CCC11CO1)C#C,0.0494
CC1(CCC11CO1)C#N,0.03
CC1(CNC11CC1)C#N,0.0263
CC1(COC11CC1)C#C,0.0411
CC1(COC11CC1)C#N,0.0209
CC1(NCC11CC1)C#N,0.0206
CC1(NCC11CN1)C#N,0.0104
CC1(NCC11CO1)C#C,0.0344
CC1(NCC11CO1)C#N,0.0144
CC1(OCC11CC1)C#C,0.0262
CC1(OCC11CC1)C#N,0.007
CC1(OCC11CN1)C#C,0.0174
CC1(OCC11CN1)C#N,-0.0025
CC1(OCC11CO1)C#C,0.0215
CC1(OCC11CO1)C#N,0.0008
NC1(CCC11CC1)C#N,0.0267
NC1(CCC11CN1)C#N,0.0162
NC1(CCC11CO1)C#N,0.0192
NC1(CNC11CC1)C#N,0.0216
NC1(COC11CC1)C#N,0.0177
OC1(CCC11CC1)C#C,0.0311
OC1(CCC11CC1)C#N,0.0118
OC1(CCC11CN1)C#C,0.0235
OC1(CCC11CN1)C#N,0.0038
OC1(CCC11CO1)C#C,0.0223
OC1(CCC11CO1)C#N,0.0016
OC1(CNC11CC1)C#N,0.0061
OC1(COC11CC1)C#C,0.021
OC1(COC11CC1)C#N,0.0001
CC1(CCC11CC1)C=O,-0.0165
CC1(CCC11CN1)C=O,-0.026
CC1(CCC11CO1)C=O,-0.0249
CC1(COC11CC1)C=O,-0.0288
CC1(NCC11CN1)C=O,-0.0372
CC1(NCC11CO1)C=O,-0.0341
CC1(OCC11CC1)C=O,-0.0302
CC1(OCC11CN1)C=O,-0.0396
CC1(OCC11CO1)C=O,-0.0372
OC1(CCC11CC1)C=O,-0.0344
OC1(CCC11CN1)C=O,-0.0432
OC1(CCC11CO1)C=O,-0.0401
OC1(COC11CC1)C=O,-0.0461
CC1(CCC1=O)C1CC1,-0.0197
CC1(CCC1=O)C1CO1,-0.0265
CC1(CCC1=O)N1CC1,-0.0196
CC1(CNC1=O)C1CC1,0.0367
CC1(CNC1=O)C1CN1,0.0318
CC1(CNC1=O)C1CO1,0.0287
CC1(CNC1=O)N1CC1,0.0292
CC1(COC1=N)C1CC1,0.0287
CC1(COC1=N)C1CN1,0.019
CC1(COC1=N)C1CO1,0.0216
CC1(COC1=N)N1CC1,0.0249
CC1(COC1=O)C1CC1,0.0108
CC1(COC1=O)C1CN1,0.0057
CC1(COC1=O)C1CO1,0.0056
CC1(COC1=O)N1CC1,0.0029
CC1(NCC1=O)C1CC1,-0.0206
CC1(NCC1=O)C1CN1,-0.027
CC1(NCC1=O)C1CO1,-0.0266
CC1(OCC1=O)C1CC1,-0.0315
CC1(OCC1=O)C1CN1,-0.0357
CC1(OCC1=O)C1CO1,-0.0311
NC1(CNC1=O)C1CN1,0.0208
NC1(CNC1=O)C1CO1,0.0215
NC1(COC1=N)C1CN1,0.0169
NC1(COC1=N)C1CO1,0.0143
NC1(COC1=O)C1CC1,0.0047
NC1(COC1=O)C1CN1,-0.0036
NC1(COC1=O)C1CO1,-0.004
OC1(CCC1=O)C1CC1,-0.0284
OC1(CCC1=O)C1CN1,-0.0367
OC1(CCC1=O)C1CO1,-0.0326
OC1(CNC1=N)C1CO1,0.0239
OC1(CNC1=O)C1CC1,0.0165
OC1(CNC1=O)C1CN1,0.0129
OC1(CNC1=O)C1CO1,0.0149
OC1(COC1=N)C1CC1,0.0174
OC1(COC1=N)C1CN1,0.0062
OC1(COC1=N)C1CO1,0.0066
OC1(COC1=O)C1CC1,-0.0091
OC1(COC1=O)C1CN1,-0.0172
OC1(COC1=O)C1CO1,-0.0159
CC1(CCC1C#C)C#C,0.0306
CC1(CCC1C#C)C#N,0.0133
CC1(CCC1C#N)C#C,0.0118
CC1(CCC1C#N)C#N,-0.0063
CC1(CNC1C#C)C#N,0.0063
CC1(CNC1C#N)C#C,0.003
CC1(CNC1C#N)C#N,-0.0148
CC1(COC1C#C)C#C,0.01
CC1(COC1C#C)C#N,-0.0068
CC1(COC1C#N)C#C,-0.012
CC1(COC1C#N)C#N,-0.0298
CC1(NCC1C#C)C#N,0.0057
CC1(NCC1C#N)C#C,0.0052
CC1(NCC1C#N)C#N,-0.0134
CC1(OCC1C#C)C#C,0.0137
CC1(OCC1C#C)C#N,-0.0055
CC1(OCC1C#N)C#C,-0.005
CC1(OCC1C#N)C#N,-0.0247
NC1(CCC1C#C)C#N,0.0105
NC1(CCC1C#N)C#C,0.0099
NC1(CCC1C#N)C#N,-0.0083
NC1(CNC1C#C)C#N,0.0031
NC1(CNC1C#N)C#C,0.0017
NC1(CNC1C#N)C#N,-0.0163
NC1(COC1C#C)C#N,-0.0092
NC1(COC1C#N)C#C,-0.0127
NC1(COC1C#N)C#N,-0.0309
OC1(CCC1C#C)C#C,0.0219
OC1(CCC1C#C)C#N,0.003
OC1(CCC1C#N)C#C,0.0038
OC1(CCC1C#N)C#N,-0.0158
OC1(CNC1C#C)C#C,0.0159
OC1(CNC1C#C)C#N,-0.0032
OC1(CNC1C#N)C#C,-0.0036
OC1(CNC1C#N)C#N,-0.0233
OC1(COC1C#C)C#C,0.0022
OC1(COC1C#C)C#N,-0.0169
OC1(COC1C#N)C#C,-0.0177
OC1(COC1C#N)C#N,-0.0384
CC1(CCC1C#C)C=O,-0.0274
CC1(CCC1C#N)C=O,-0.0423
CC1(CNC1C#N)C=O,-0.0464
CC1(COC1C#C)C=O,-0.0358
CC1(COC1C#N)C=O,-0.0507
CC1(NCC1C#N)C=O,-0.0486
CC1(OCC1C#C)C=O,-0.0358
CC1(OCC1C#N)C=O,-0.0511
OC1(CCC1C#C)C=O,-0.0452
OC1(CCC1C#N)C=O,-0.0609
OC1(CNC1C#C)C=O,-0.0508
OC1(CNC1C#N)C=O,-0.0665
OC1(COC1C#C)C=O,-0.054
OC1(COC1C#N)C=O,-0.0708
CC1(CCC1C=O)C#C,-0.0322
CC1(CCC1C=O)C#N,-0.0381
CC1(CCN1C=O)C#C,0.0197
CC1(CCN1C=O)C#N,0.0021
CC1(CNC1C=O)C#N,-0.0461
CC1(COC1C=O)C#C,-0.0382
CC1(COC1C=O)C#N,-0.0544
CC1(NCC1C=O)C#N,-0.0475
CC1(OCC1C=O)C#C,-0.0365
CC1(OCC1C=O)C#N,-0.0509
OC1(CCC1C=O)C#C,-0.0246
OC1(CCC1C=O)C#N,-0.0374
OC1(CNC1C=O)C#C,-0.038
OC1(CNC1C=O)C#N,-0.0483
OC1(COC1C=O)C#C,-0.0469
OC1(COC1C=O)C#N,-0.058
CC1(CCC1C=O)C=O,-0.034
CC1(CCN1C=O)C=O,-0.045
CC1(COC1C=O)C=O,-0.0441
CC1(OCC1C=O)C=O,-0.0432
OC1(CCC1C=O)C=O,-0.0546
OC1(CNC1C=O)C=O,-0.0604
OC1(COC1C=O)C=O,-0.0665
CC1(CCC2CC12)C#C,0.0601
CC1(CCC2CC12)C#N,0.0423
CC1(CCC2CN12)C#C,0.054
CC1(CCC2CN12)C#N,0.036
CC1(CCC2NC12)C#C,0.0554
CC1(CCC2NC12)C#N,0.0373
CC1(CCC2OC12)C#C,0.0479
CC1(CCC2OC12)C#N,0.0285
CC1(CCN2CC12)C#N,0.0347
CC1(COC2CC12)C#C,0.0534
CC1(COC2CC12)C#N,0.0347
CC1(NCC2CC12)C#N,0.0336
CC1(NCC2NC12)C#N,0.029
CC1(NCC2OC12)C#N,0.0205
CC1(OCC2CC12)C#C,0.0428
CC1(OCC2CC12)C#N,0.0244
CC1(OCC2NC12)C#C,0.0405
CC1(OCC2NC12)C#N,0.022
CC1(OCC2OC12)C#C,0.0335
CC1(OCC2OC12)C#N,0.0139
NC1(CCC2CC12)C#N,0.0306
NC1(CCC2NC12)C#N,0.0257
NC1(CCC2OC12)C#N,0.019
NC1(CCN2CC12)C#N,0.021
NC1(COC2CC12)C#N,0.0215
OC1(CCC2CC12)C#C,0.0342
OC1(CCC2CC12)C#N,0.015
OC1(CCC2NC12)C#C,0.0315
OC1(CCC2NC12)C#N,0.0126
OC1(CCC2OC12)C#C,0.0227
OC1(CCC2OC12)C#N,0.003
OC1(CCN2CC12)C#C,0.0247
OC1(CCN2CC12)C#N,0.0043
OC1(COC2CC12)C#C,0.0264
OC1(COC2CC12)C#N,0.0043
CC1(CCC2CC12)C=O,-0.0169
CC1(CCC2CN12)C=O,-0.0215
CC1(CCC2NC12)C=O,-0.0224
CC1(CCC2OC12)C=O,-0.0307
CC1(CCN2CC12)C=O,-0.0262
CC1(COC2CC12)C=O,-0.0263
CC1(NCC2OC12)C=O,-0.0301
CC1(OCC2CC12)C=O,-0.0278
CC1(OCC2NC12)C=O,-0.0293
CC1(OCC2OC12)C=O,-0.0369
OC1(CCC2CC12)C=O,-0.0342
OC1(CCC2NC12)C=O,-0.0379
OC1(CCC2OC12)C=O,-0.0462
OC1(CCN2CC12)C=O,-0.0418
OC1(COC2CC12)C=O,-0.0415
CC1(CC1)OCC1CC1,0.0906
CC1(CC1)OCC1CN1,0.0748
CC1(CC1)OCC1CO1,0.0861
CC1(CCC2CC2)CC1,0.0869
CC1(CCC2CC2)CO1,0.0887
CC1(CCC2OC2)CC1,0.086
CC1(CCC2CO2)CO1,0.0902
CC1(CCN2CC2)CC1,0.0857
CC1(CCN2CC2)CO1,0.0902
CC1(COC2CC2)CC1,0.0876
CC1(COC2CC2)CN1,0.0812
CC1(COC2CC2)CO1,0.0889
OC1(CCC2CC2)CC1,0.0757
OC1(CCC2OC2)CC1,0.0824
OC1(CCN2CC2)CC1,0.0683
OC1(COC2CC2)CC1,0.0847
CC1(CCC1)OCC=O,-0.0256
CC1(CCC=O)CCC1,-0.0181
CC1(CCC=O)CCO1,-0.017
CC1(CCC=O)COC1,-0.0246
CC1(CNC=O)CCC1,0.0315
CC1(CNC=O)CCO1,0.0322
CC1(CNC=O)COC1,0.0239
CC1(COC1)NCC=O,-0.0276
CC1(COC1)OCC=O,-0.0332
CC1(COC=N)CCO1,0.0308
CC1(COC=N)COC1,0.0169
CC1(COC=O)CCC1,0.0095
CC1(COC=O)CCO1,0.0138
CC1(COC=O)COC1,0.0022
OC1(CCC=O)CCC1,-0.0223
OC1(CCC=O)COC1,-0.0208
OC1(CNC=O)CCC1,0.0202
OC1(CNC=O)COC1,0.0
OC1(COC=N)CCC1,0.0147
OC1(COC=N)COC1,0.0076
OC1(COC=O)CCC1,0.0038
OC1(COC=O)COC1,-0.0086
CC1(CCC=C1)C1CC1,0.0259
CC1(CCC=C1)C1CO1,0.0193
CC1(CCC=C1)N1CC1,0.0198
CC1(COC=N1)C1CC1,0.0214
CC1(COC=N1)C1CN1,0.0174
CC1(COC=N1)C1CO1,0.0154
CC1(OCC=C1)C1CC1,0.0197
CC1(OCC=C1)C1CN1,0.0114
CC1(OCC=C1)C1CO1,0.0149
OC1(CCC=C1)C1CC1,0.0129
OC1(CCC=C1)C1CN1,0.0086
OC1(CCC=C1)C1CO1,0.006
CC1(CC=CCN1)C#N,0.0132
CC1(CC=CCO1)C#C,0.0234
CC1(CC=CCO1)C#N,0.0088
CC1(CCC=CC1)C#C,0.0303
CC1(CCC=CC1)C#N,0.017
CC1(CCN=CO1)C#C,0.0209
CC1(CCN=CO1)C#N,0.003
CC1(COC=NC1)C#C,0.0229
CC1(COC=NC1)C#N,0.0076
NC1(CCC=CC1)C#N,0.0138
NC1(COC=NC1)C#C,0.0226
NC1(COC=NC1)C#N,0.007
OC1(CCC=CC1)C#C,0.026
OC1(CCC=CC1)C#N,0.0112
OC1(COC=NC1)C#C,0.0184
OC1(COC=NC1)C#N,-0.0024
CC1(CC=CCO1)C=O,-0.0291
CC1(CCC=CC1)C=O,-0.0191
CC1(CCN=CO1)C=O,-0.0376
CC1(COC=NC1)C=O,-0.0307
OC1(CCC=CC1)C=O,-0.037
OC1(COC=NC1)C=O,-0.0554
CC1(CC1)OCCC#C,0.0544
CC1(CC1)OCCC#N,0.0328
CC1(CCCC#C)CC1,0.0577
CC1(CCCC#C)CO1,0.0551
CC1(CCCC#N)CC1,0.0372
CC1(CCCC#N)CO1,0.0345
CC1(CNCC#N)CC1,0.0244
CC1(CNCC#N)CN1,0.0253
CC1(CNCC#N)CO1,0.0202
CC1(COCC#C)CC1,0.0336
CC1(COCC#C)CN1,0.0332
CC1(COCC#C)CO1,0.026
CC1(COCC#N)CC1,0.0111
CC1(COCC#N)CN1,0.017
CC1(COCC#N)CO1,0.0056
OC1(CCCC#C)CC1,0.0529
OC1(CCCC#N)CC1,0.0333
OC1(CNCC#N)CC1,0.0248
OC1(COCC#C)CC1,0.0258
OC1(COCC#N)CC1,0.0035
CC1(CCCC1)C1CC1,0.0785
CC1(CCCC1)C1CO1,0.0732
CC1(CCCO1)C1CC1,0.0828
CC1(CCCO1)C1CN1,0.0761
CC1(CCCO1)C1CO1,0.0865
CC1(CCOC1)C1CC1,0.0826
CC1(CCOC1)C1CO1,0.0811
CC1(CCOC1)N1CC1,0.082
CC1(COCO1)C1CC1,0.0874
CC1(COCO1)C1CN1,0.0837
CC1(COCO1)C1CO1,0.083
CC1(OCCO1)C1CC1,0.0887
CC1(OCCO1)C1CN1,0.0799
CC1(OCCO1)C1CO1,0.0819
OC1(CCCC1)C1CC1,0.06
OC1(CCCC1)C1CO1,0.0606
OC1(CCOC1)C1CC1,0.0693
OC1(CCOC1)C1CN1,0.0649
OC1(CCOC1)C1CO1,0.069
CC1(CCCC1=O)C#C,-0.0242
CC1(CCCC1=O)C#N,-0.0441
CC1(CCNC1=O)C#C,0.0189
CC1(CCNC1=O)C#N,-0.0008
CC1(CCOC1=N)C#C,0.0154
CC1(CCOC1=N)C#N,-0.0045
CC1(CCOC1=O)C#C,-0.0003
CC1(CCOC1=O)C#N,-0.0211
CC1(CNCC1=O)C#N,-0.0493
CC1(COCC1=O)C#C,-0.0355
CC1(COCC1=O)C#N,-0.0558
CC1(NCCC1=O)C#C,-0.0265
CC1(NCCC1=O)C#N,-0.0463
CC1(OCCC1=O)C#C,-0.0325
CC1(OCCC1=O)C#N,-0.0532
CC1(OCOC1=N)C#C,0.0057
CC1(OCOC1=N)C#N,-0.015
CC1(OCOC1=O)C#C,-0.0112
CC1(OCOC1=O)C#N,-0.033
NC1(CCNC1=O)C#N,-0.0071
NC1(CCOC1=N)C#C,0.0091
NC1(CCOC1=N)C#N,-0.0115
NC1(CCOC1=O)C#C,-0.0062
NC1(CCOC1=O)C#N,-0.0277
OC1(CCCC1=O)C#C,-0.0377
OC1(CCCC1=O)C#N,-0.0589
OC1(CCNC1=N)C#N,-0.0014
OC1(CCNC1=O)C#C,0.007
OC1(CCOC1=N)C#C,0.0025
OC1(CCOC1=N)C#N,-0.0189
OC1(CCOC1=O)C#C,-0.0134
OC1(CCOC1=O)C#N,-0.036
OC1(CNCC1=O)C#C,-0.043
OC1(CNCC1=O)C#N,-0.0643
OC1(COCC1=O)C#C,-0.0484
OC1(COCC1=O)C#N,-0.0706
CC1(CCCC1=O)C=O,-0.0438
CC1(CCNC1=O)C=O,-0.0359
CC1(CCOC1=N)C=O,-0.0286
CC1(CCOC1=O)C=O,-0.0498
CC1(CNCC1=O)C=O,-0.057
CC1(COCC1=O)C=O,-0.0589
CC1(NCCC1=O)C=O,-0.0527
CC1(OCCC1=O)C=O,-0.0546
CC1(OCOC1=N)C=O,-0.0403
CC1(OCOC1=O)C=O,-0.0564
OC1(CCCC1=O)C=O,-0.0574
OC1(CCNC1=O)C=O,-0.0436
OC1(CCOC1=N)C=O,-0.043
OC1(CCOC1=O)C=O,-0.0555
OC1(CNCC1=O)C=O,-0.0604
OC1(COCC1=O)C=O,-0.0659
CC1(CC1)OCCC=O,-0.0249
CC1(CCCC=O)CC1,-0.0188
CC1(CCCC=O)CO1,-0.0207
CC1(CCNC=O)CC1,0.0344
CC1(CCNC=O)CO1,0.0297
CC1(CCOC=N)CO1,0.0233
CC1(CCOC=O)CC1,0.0102
CC1(CCOC=O)CO1,0.0205
CC1(COCC=O)CC1,-0.0271
CC1(COCC=O)CN1,-0.027
CC1(COCC=O)CO1,-0.0302
OC1(CCCC=O)CC1,-0.022
OC1(CCNC=O)CC1,0.0134
OC1(CCOC=N)CC1,0.0294
OC1(CCOC=O)CC1,0.0132
OC1(COCC=O)CC1,-0.0332
CC1(CCCC=C1)C#C,0.0179
CC1(CCCC=C1)C#N,-0.0003
CC1(CCOC=N1)C#C,0.0166
CC1(CCOC=N1)C#N,-0.0026
CC1(COCC=C1)C#C,0.0104
CC1(COCC=C1)C#N,-0.0083
CC1(NCCC=C1)C#N,-0.0021
CC1(OCCC=C1)C#C,0.011
CC1(OCCC=C1)C#N,-0.0082
NC1(CCCC=C1)C#N,-0.0061
NC1(CNCC=C1)C#N,-0.0092
NC1(COCC=C1)C#N,-0.0141
OC1(CCCC=C1)C#C,0.0094
OC1(CCCC=C1)C#N,-0.0104
OC1(CNCC=C1)C#N,-0.013
OC1(COCC=C1)C#C,0.0026
OC1(COCC=C1)C#N,-0.0176
CC1(CCCC=C1)C=O,-0.0236
CC1(CCOC=N1)C=O,-0.0289
CC1(COCC=C1)C=O,-0.0302
CC1(OCCC=C1)C=O,-0.0296
OC1(CCCC=C1)C=O,-0.0416
OC1(COCC=C1)C=O,-0.0443
CC1(CCCCC1)C#C,0.0603
CC1(CCCCC1)C#N,0.043
CC1(CCCCN1)C#N,0.0365
CC1(CCCCO1)C#C,0.0433
CC1(CCCCO1)C#N,0.0258
CC1(CCCOC1)C#C,0.0585
CC1(CCCOC1)C#N,0.0404
CC1(CCOCC1)C#C,0.0543
CC1(CCOCC1)C#N,0.0363
CC1(CCOCO1)C#C,0.0357
CC1(CCOCO1)C#N,0.0176
CC1(CNCCN1)C#N,0.0327
CC1(CNCCO1)C#N,0.0217
CC1(COCCN1)C#N,0.0335
CC1(COCCO1)C#C,0.0397
CC1(COCCO1)C#N,0.0212
CC1(COCOC1)C#C,0.0556
CC1(COCOC1)C#N,0.0366
CC1(OCCCO1)C#C,0.0402
CC1(OCCCO1)C#N,0.023
NC1(CCCCC1)C#N,0.0333
NC1(CCCOC1)C#N,0.0262
NC1(CCOCC1)C#N,0.0264
NC1(COCOC1)C#N,0.0231
OC1(CCCCC1)C#C,0.0365
OC1(CCCCC1)C#N,0.0184
OC1(CCCNC1)C#N,0.0133
OC1(CCCOC1)C#C,0.031
OC1(CCCOC1)C#N,0.0117
OC1(CCOCC1)C#C,0.0301
OC1(CCOCC1)C#N,0.0114
OC1(COCOC1)C#C,0.0238
OC1(COCOC1)C#N,0.0038
CC1(CCCCC1)C=O,-0.0187
CC1(CCCCO1)C=O,-0.0286
CC1(CCCOC1)C=O,-0.0212
CC1(CCOCC1)C=O,-0.0249
CC1(CCOCO1)C=O,-0.0361
CC1(COCCN1)C=O,-0.0247
CC1(COCCO1)C=O,-0.0318
CC1(COCOC1)C=O,-0.0245
CC1(OCCCO1)C=O,-0.0345
OC1(CCCCC1)C=O,-0.0347
OC1(CCCOC1)C=O,-0.0383
OC1(CCOCC1)C=O,-0.0411
OC1(COCOC1)C=O,-0.0543
CC12C(C#C)N1CC2=O,-0.0277
CC12C(C#N)N1CC2=O,-0.0457
CC12C(CC1=O)C2C#C,-0.0133
CC12C(CC1=O)C2C#N,-0.0301
CC12C(NC1=O)C2C#C,-0.0028
CC12C(NC1=O)C2C#N,-0.0204
CC12C(OC1=N)C2C#C,0.0067
CC12C(OC1=N)C2C#N,-0.012
CC12C(OC1=O)C2C#C,-0.0099
CC12C(OC1=O)C2C#N,-0.0294
NC12C(NC1=O)C2C#C,-0.0053
NC12C(OC1=N)C2C#C,0.0046
NC12C(OC1=N)C2C#N,-0.014
NC12C(OC1=O)C2C#C,-0.0121
NC12C(OC1=O)C2C#N,-0.0314
OC12C(CC1=O)C2C#C,-0.0202
OC12C(CC1=O)C2C#N,-0.0366
OC12C(NC1=N)C2C#C,0.001
OC12C(NC1=N)C2C#N,-0.0158
OC12C(NC1=O)C2C#C,-0.0096
OC12C(OC1=N)C2C#C,0.001
OC12C(OC1=N)C2C#N,-0.0177
OC12C(OC1=O)C2C#C,-0.0167
OC12C(OC1=O)C2C#N,-0.0361
CC12C(C=O)N1CC2=O,-0.0604
CC12C(CC1=O)C2C=O,-0.0368
CC12C(CC1=O)N2C=O,-0.0345
CC12C(NC1=O)C2C=O,-0.0388
CC12C(OC1=N)C2C=O,-0.035
CC12C(OC1=O)C2C=O,-0.0436
OC12C(CC1=O)C2C=O,-0.04
OC12C(NC1=[NH2+])[C-]2C=O,-0.0743
CC12C3C1C1(C)C2C31C,0.0896
CC12C3C1C1(C)N2C31C,0.0795
CC12C3C1C1(O)C2C31C,0.0759
CC12C3C1C1(O)C2C31O,0.0529
CC12C3C4C3(O)C1C24C,0.0782
CC12C3C4C3(O)C1C24O,0.0715
CC12C3N1C1(C)C2C31C,0.0789
CC12C3N1C1(C)C2C31O,0.0661
OC12C3C1C1(O)C2C31O,0.0636
CC12C3C1C1(C)C3C21C,0.0916
CC12C3C1C1(C)C3C21O,0.0683
CC12C3C1C1(C)N3C21C,0.0787
CC12C3C1C1(O)C3C21C,0.0709
CC12C3C1C1(O)C3C21O,0.0579
CC12C3C4C(C)(N13)C24C,0.0776
CC12C3C4C(C)(N13)C24O,0.0645
CC12C3C4C(C14O)C23O,0.0669
CC12C3C4C1C2(C)C34O,0.0725
CC12C3C4C1C2(O)C34O,0.0637
CC12C3C4N1C2(C)C34O,0.0653
CC12C3N1C1C3(O)C21C,0.0603
CC12C3N1C1C3(O)C21O,0.0508
CC12C3N4C1C2(C)C34C,0.0762
CC12C3N4C1C2(O)C34C,0.0638
OC12C3C1C1(O)C3C21O,0.045
CC12C3C1C1(C)C2CN31,0.0858
CC12C3C1C1(C)C3CC21,0.1
CC12C3C1C1(C)C3CN21,0.0922
CC12C3C1C1(C)C3OC21,0.0858
CC12C3C1C1(O)C3CC21,0.07
CC12C3C1C1(O)C3OC21,0.0688
CC12C3C4C1CC2C34O,0.0774
CC12C3C4C1OC2C34O,0.0767
CC12C3C4CC1C4(C)N23,0.0907
CC12C3C4N1CC2C34O,0.0703
CC12C3C4OC1C4(C)N23,0.0668
CC12C3N1C1CC2C31C,0.0885
CC12C3N1C1CC2C31O,0.0623
OC12C3C1C1(O)C3CC21,0.0625
OC12C3C1C1(O)C3NC21,0.0575
OC12C3C1C1(O)C3OC21,0.0624
CC12C3C1C1(C)CC2C31,0.0922
CC12C3C1C1(C)CC2N31,0.0849
CC12C3C1C1(C)CN2C31,0.0819
CC12C3C1C1(C)OC2C31,0.0883
CC12C3C1C1(O)CC2C31,0.0771
CC12C3C1C1(O)CN2C31,0.0678
CC12C3C4C1CC4(C)N23,0.0828
CC12C3N1C1C2CC31C,0.0799
CC12C3N1C1C2CC31O,0.0661
CC12C3N1C1C2OC31C,0.0672
CC12CC3C1C1C2C31O,0.0779
CC12CC3N1C1C2C31O,0.0703
CC12OC3C1C1C2C31O,0.0761
OC12C3C1C1(O)CC2C31,0.0715
CC12C3C1C1(C)CC3C21,0.0974
CC12C3C1C1(C)CC3N21,0.0952
CC12C3C1C1(C)CN3C21,0.0831
CC12C3C1C1(C)OC3C21,0.0899
CC12C3C1C1(O)CC3C21,0.0774
CC12C3C1C1(O)CN3C21,0.0682
CC12C3C4CC(C)(C14)N23,0.0884
CC12C3N1C1CC3(C)C21,0.0828
CC12C3N1C1CC3(O)C21,0.0679
CC12CC3C4C1C4(O)C23,0.079
CC12CN3C4C1C4(O)C23,0.0723
CC12OC3C4C1C4(O)C23,0.0712
OC12C3C1C1(O)CC3C21,0.074
OC12C3C1C1(O)CN3C21,0.0651
CC12C3C1C1=CC2C3C1,-0.0703
CC12C3C1C1=CC2N3C1,-0.0872
CC12C3C1C1=NC2C3O1,-0.0184
CC12C3C4OC(=NC14)N23,-0.0692
CC12C3N1C1CC3=CC21,-0.0071
OC12C3C1C1=CC2C3C1,-0.0751
OC12C3C1C1=CC2N3C1,-0.093
OC12C3C1C1=NC2C3O1,-0.0709
CC12C3C1C1=CC3C2C1,-0.0696
CC12C3C1C1=CC3N2C1,-0.0865
CC12C3C1C1=NC3C2O1,-0.0177
CC12C3C4N=C(OC14)N23,-0.0711
CC12C3N1C1C=C3CC21,-0.0833
OC12C3C1C1=CC3C2C1,-0.0743
OC12C3C1C1=NC3C2O1,-0.0703
CC12C3C1C1=CCC2C31,-0.0286
CC12C3C1C1=CCN2C31,-0.0388
CC12C3C4C1CN=C4N23,-0.0463
CC12C3N1C1C2CC=C31,-0.0445
NC12C3C1C1=NCC2N31,-0.0295
OC12C3C1C1=CCC2C31,-0.0298
OC12C3C1C1=NCC2N31,-0.0323
CC12C3C1C1=CCC3C21,-0.0293
CC12C3C1C1=CCN3C21,-0.0406
CC12C3C4CN=C(C14)N23,-0.0484
CC12C3N1C1CC=C3C21,-0.0448
OC12C3C1C1=CCC3C21,-0.0331
OC12C3C1C1=CCN3C21,-0.052
CC12C3C1C1C2C3C1=O,-0.0048
CC12C3C1C1N2C3C1=O,-0.0242
CC12C3C1N1C2C3C1=O,-0.0106
CC12C3C4C1C(N23)C4=O,-0.021
OC12C3C1C1C2C3C1=O,-0.005
OC12C3C1N1C2C3C1=O,-0.0118
CC12C3C1C1C3C21C#C,0.0326
CC12C3C1C1C3C21C#N,0.0108
CC12C3C1N1C3C21C#C,0.0159
CC12C3C1N1C3C21C#N,-0.007
CC12C3C4C(N13)C24C#C,0.0225
CC12C3C4C(N13)C24C#N,-0.0003
NC12C3C1N1C3C21C#N,-0.0027
OC12C3C1C1C3C21C#C,0.0293
OC12C3C1C1C3C21C#N,0.0071
OC12C3C1N1C3C21C#C,0.0119
OC12C3C1N1C3C21C#N,-0.0114
CC12C3C1C1C3C21C=O,-0.0219
CC12C3C1N1C3C21C=O,-0.0386
CC12C3C4C(N13)C24C=O,-0.0314
OC12C3C1C1C3C21C=O,-0.0216
OC12C3C1N1C3C21C=O,-0.042
CC12C3C1C1C3C2C1=O,-0.0069
CC12C3C1C1C3N2C1=O,-0.0121
CC12C3C1N1C3C(=O)C21,-0.0271
CC12C3C1N1C3C2C1=O,-0.0122
CC12C3C4C(C1C4=O)N23,-0.0209
CC12C3C4C(N13)C(=O)C24,-0.0234
OC12C3C1C1C3C2C1=O,-0.0112
OC12C3C1N1C3C(=O)C21,-0.0321
OC12C3C1N1C3C2C1=O,-0.0162
CC12C3C1C1C3C=CC21,0.0166
