smiles,homo
CN1C2CC=CC12C#C,-0.2266
CN1C2CC=CC12C#N,-0.249
NC1C2NC=NC12C#C,-0.2156
NC1C2NC=NC12C#N,-0.2359
NC1C2OC=NC12C#C,-0.2267
NC1C2OC=NC12C#N,-0.2499
OC1C2CC=CC12C#C,-0.2244
OC1C2CC=CC12C#N,-0.2504
OC1C2NC=NC12C#C,-0.2269
OC1C2NC=NC12C#N,-0.2417
OC1C2OC=NC12C#C,-0.2425
OC1C2OC=NC12C#N,-0.2696
CC1C2CC=CC12C=O,-0.2347
CC1C2NC=NC12C=O,-0.2275
CC1C2OC=NC12C=O,-0.2485
CC1N2CC=CC12C=O,-0.2265
CN1C2CC=CC12C=O,-0.2385
OC1C2CC=CC12C=O,-0.2365
OC1C2NC=NC12C=O,-0.2296
OC1C2OC=NC12C=O,-0.2472
CC1C2CC=CC1C2=O,-0.2218
CC1C2NC=NC1C2=O,-0.2139
CC1C2OC=NC1C2=O,-0.2311
CN1C2CC=CC1C2=O,-0.2281
OC1C2CC=CC1C2=O,-0.228
OC1C2NC=NC1C2=O,-0.2202
OC1C2OC=NC1C2=O,-0.2384
CC1C2CC=CC1C2C,-0.2281
CC1C2CC=CC1C2O,-0.2288
CC1C2OC=NC1C2C,-0.2418
CC1C2OC=NC1C2O,-0.2425
CN1C2CC=CC1C2O,-0.1948
OC1C2CC=CC1C2O,-0.2369
OC1C2OC=NC1C2O,-0.244
CC1C2CC=CC1C=C2,-0.2225
CC1C2OC=NC1C=C2,-0.2421
OC1C2CC=CC1C=C2,-0.2324
OC1C2OC=NC1C=C2,-0.2468
CC1C2CC=CC2C1=O,-0.224
CC1C2CC=CN2C1=O,-0.2163
CC1C2CN=CN2C1=O,-0.2457
CC1C2OC=NC2C1=O,-0.2403
CC1N2CC=CC2C1=O,-0.225
CN1C2CC=CC2C1=O,-0.2317
NC1C2CN=CN2C1=N,-0.2368
OC1C2CC=CC2C1=O,-0.2313
OC1C2CC=CN2C1=N,-0.2179
OC1C2CC=CN2C1=O,-0.2227
OC1C2CN=CN2C1=N,-0.243
OC1C2CN=CN2C1=O,-0.2487
OC1C2NC=NC2C1=O,-0.2267
OC1C2OC=NC2C1=O,-0.2418
CC1C2CC=CC=CC12,-0.2104
OC1C2CC=CC=CC12,-0.2145
CC12CC=CCC1C2O,-0.225
CC12CN=COC1C2O,-0.2453
CC12OC=NCC1C2O,-0.2475
CC1C2CC=CCC12C,-0.2322
CC1C2CC=CCC12O,-0.2354
CC1C2CN=COC12C,-0.2411
CC1C2OC=NCC12C,-0.2409
CC1C2OC=NCC12O,-0.234
OC1C2CC=CCC12O,-0.2218
OC1C2OC=NCC12O,-0.2399
CC12C(O)C1CCC2=O,-0.2349
CC12C(O)C1CNC2=O,-0.2363
CC12C(O)C1COC2=N,-0.2489
CC12C(O)C1COC2=O,-0.2566
CC12C(O)C1NCC2=O,-0.2255
CC12C(O)C1OCC2=O,-0.2463
CC1C2CCC(=O)C12C,-0.2326
CC1C2CCC(=O)C12O,-0.2374
CC1C2CNC(=O)C12C,-0.2359
CC1C2CNC(=O)C12O,-0.2404
CC1C2COC(=N)C12C,-0.2495
CC1C2COC(=N)C12O,-0.2412
CC1C2COC(=O)C12C,-0.2595
CC1C2COC(=O)C12N,-0.2447
CC1C2COC(=O)C12O,-0.255
CC1C2NCC(=O)C12O,-0.2151
CC1C2OCC(=O)C12C,-0.2402
CC1C2OCC(=O)C12O,-0.2427
CC1N2CCC(=O)C12C,-0.2319
CN1C2CCC(=O)C12C,-0.2257
CN1C2CNC(=O)C12C,-0.2309
CN1C2COC(=N)C12C,-0.2374
CN1C2COC(=O)C12C,-0.2457
NC12C(O)C1COC2=O,-0.2469
OC1C2CCC(=O)C12O,-0.2354
OC1C2CNC(=O)C12O,-0.2386
OC1C2COC(=N)C12O,-0.2405
OC1C2COC(=O)C12O,-0.251
OC1C2NCC(=O)C12O,-0.2276
OC1C2OCC(=O)C12O,-0.2455
CC1C2CC(=O)CCN12,-0.2234
CC1C2CC(=O)CNC12,-0.2207
CC1C2CC(=O)COC12,-0.2282
CC1C2CCC(=N)OC12,-0.247
CC1C2CCC(=O)CC12,-0.2332
CC1C2CCC(=O)CN12,-0.2145
CC1C2CCC(=O)NC12,-0.2324
CC1C2CCC(=O)OC12,-0.2538
CC1C2CNC(=O)CC12,-0.2282
CC1C2CNC(=O)CN12,-0.2157
CC1C2CNC(=O)NC12,-0.2269
CC1C2CNC(=O)OC12,-0.2494
CC1C2COC(=N)CC12,-0.2485
CC1C2COC(=N)CN12,-0.2285
CC1C2COC(=N)OC12,-0.2485
CC1C2COC(=O)CC12,-0.2587
CC1C2COC(=O)CN12,-0.2292
CC1C2COC(=O)NC12,-0.2393
CC1C2COC(=O)OC12,-0.2712
CC1C2NC(=O)COC12,-0.2309
CC1C2NCC(=N)OC12,-0.2252
CC1C2NCC(=O)NC12,-0.2165
CC1C2NCC(=O)OC12,-0.2313
CC1C2OCC(=N)OC12,-0.2476
CC1C2OCC(=O)OC12,-0.2506
CN1C2CCC(=O)CC12,-0.2241
CN1C2CNC(=O)CC12,-0.2251
CN1C2COC(=N)CC12,-0.2293
CN1C2COC(=O)CC12,-0.235
OC1C2CC(=O)CNC12,-0.2281
OC1C2CC(=O)COC12,-0.2333
OC1C2CCC(=N)OC12,-0.2518
OC1C2CCC(=O)CC12,-0.2317
OC1C2CCC(=O)NC12,-0.2393
OC1C2CCC(=O)OC12,-0.2621
OC1C2CNC(=O)CC12,-0.2274
OC1C2CNC(=O)NC12,-0.2244
OC1C2CNC(=O)OC12,-0.2562
OC1C2COC(=N)CC12,-0.2424
OC1C2COC(=N)OC12,-0.2569
OC1C2COC(=O)CC12,-0.2479
OC1C2COC(=O)NC12,-0.2356
OC1C2COC(=O)OC12,-0.2763
OC1C2NC(=O)COC12,-0.233
OC1C2NCC(=N)OC12,-0.2288
OC1C2NCC(=O)NC12,-0.2223
OC1C2NCC(=O)OC12,-0.2362
OC1C2OCC(=N)OC12,-0.2419
OC1C2OCC(=O)OC12,-0.2491
CC1C2C(CCN12)C#N,-0.2395
CC1C2CCC(C#C)C12,-0.251
CC1C2CCC(C#C)N12,-0.2238
CC1C2CCC(C#N)C12,-0.2795
CC1C2CCC(C#N)N12,-0.2423
CC1C2CNC(C#N)C12,-0.2417
CC1C2COC(C#C)C12,-0.2519
CC1C2COC(C#N)C12,-0.2741
CC1C2OCC(C#C)C12,-0.232
CC1C2OCC(C#N)C12,-0.2486
CN1C2CCC(C#N)C12,-0.2343
CN1C2CNC(C#N)C12,-0.2339
CN1C2COC(C#C)C12,-0.2243
CN1C2COC(C#N)C12,-0.2417
OC1C2CCC(C#C)C12,-0.2512
OC1C2CCC(C#N)C12,-0.2665
OC1C2CNC(C#N)C12,-0.2447
OC1C2COC(C#C)C12,-0.2396
OC1C2COC(C#N)C12,-0.2569
OC1C2OCC(C#C)C12,-0.2349
OC1C2OCC(C#N)C12,-0.2548
CC1(C)CCC2C(O)C12,-0.2428
CC1(C)COC2C(O)C12,-0.2324
CC1(C)OCC2C(O)C12,-0.2357
CC1(O)CCC2C(O)C12,-0.2477
CC1(O)COC2C(O)C12,-0.2353
CC1C2CCC(C)(C)C12,-0.2568
CC1C2CCC(C)(O)C12,-0.2509
CC1C2COC(C)(C)C12,-0.2407
CC1C2N1CCC2(C)C,-0.2153
CC1C2N1CCC2(C)O,-0.2178
CC1C2OCC(C)(C)C12,-0.2239
CC1C2OCC(C)(O)C12,-0.228
CN1C2CCC(C)(C)C12,-0.2135
CN1C2CCC(C)(O)C12,-0.2145
CN1C2COC(C)(C)C12,-0.2174
CC1=CC2C(O)C2CC1,-0.2224
CC1=CC2C(O)C2OC1,-0.2179
CC1=NC2C(O)C2CO1,-0.2302
CC1C2CCC(C)=CC12,-0.2174
CC1C2COC(C)=NC12,-0.225
CC1C2OCC(C)=CC12,-0.2217
NC1=NC2C(O)C2CO1,-0.2209
NC1=NC2C(O)C2OC1,-0.2132
NC1C2OCC(N)=NC12,-0.2076
CC12C(O)C1CCC2O,-0.2444
CC12C(O)C1OCC2O,-0.2445
CC1C2CCC(C)C12C,-0.2482
CC1C2CCC(C)C12O,-0.2432
CC1C2CCC(O)C12C,-0.2485
CC1C2CCC(O)C12O,-0.2396
CC1C2COC(C)C12C,-0.2419
CC1C2COC(C)C12O,-0.246
CC1C2OCC(C)C12C,-0.2217
CC1C2OCC(C)C12O,-0.2178
CC1C2OCC(O)C12C,-0.2312
CC1C2OCC(O)C12O,-0.2292
CC1CCC2C(O)C12C,-0.2411
CC1CCC2C(O)C12O,-0.2418
CC1COC2C(O)C12C,-0.2311
CC1COC2C(O)C12O,-0.2301
CC1N2CCC(O)C12C,-0.2164
CC1OCC2C(O)C12C,-0.2324
CC1OCC2C(O)C12O,-0.2316
CC1OCC2N(C)C12C,-0.216
CN1C2CCC(O)C12C,-0.2123
OC1C2CCC(O)C12O,-0.2426
OC1C2OCC(O)C12O,-0.2237
CC1C2CC(C)COC12,-0.2378
CC1C2CC(O)CCN12,-0.2122
CC1C2CC(O)COC12,-0.2263
CC1C2CCC(C)CC12,-0.2533
CC1C2CCC(C)OC12,-0.2356
CC1C2CCC(O)CC12,-0.2522
CC1C2CCC(O)CN12,-0.2099
CC1C2COC(C)CC12,-0.241
CC1C2COC(C)CN12,-0.213
CC1C2COC(C)OC12,-0.2445
CC1C2OCC(C)OC12,-0.223
CC1CC2C(CO1)N2C,-0.2193
CC1CC2C(O)C2CO1,-0.2283
CC1CCC2C(O)C2C1,-0.2436
CC1CCC2C(O)C2O1,-0.231
CC1COC2C(O)C2C1,-0.2321
CC1COC2C(O)C2O1,-0.2171
CC1OCC2C(O)C2O1,-0.2329
CN1C2CCC(O)CC12,-0.2151
OC1C2CC(O)COC12,-0.2243
OC1C2CCC(O)CC12,-0.2469
CC1C2CC(CO2)C1=O,-0.2378
CC1C2CCC(C2)C1=O,-0.2282
CC1C2CCC(O2)C1=O,-0.2302
CC1C2COC(C2)C1=O,-0.226
CC1C2COC(O2)C1=O,-0.2347
CC1C2OCC(O2)C1=O,-0.2427
CC1N2CCC(C2)C1=O,-0.2136
CN1C2CCC(C2)C1=O,-0.227
CN1C2COC(C2)C1=O,-0.2299
OC1C2CC(CO2)C1=O,-0.2473
OC1C2CCC(C2)C1=O,-0.2398
OC1C2CCC(N2)C1=O,-0.2298
OC1C2CCC(O2)C1=O,-0.2432
OC1C2COC(C2)C1=O,-0.2365
OC1C2COC(O2)C1=O,-0.2453
OC1C2OCC(O2)C1=O,-0.2537
CC1C2C(CCN12)C=O,-0.2322
CC1C2CCC(C=O)C12,-0.243
CC1C2CCC(C=O)N12,-0.231
CC1C2CCN(C=O)C12,-0.2256
CC1C2COC(C=O)C12,-0.243
CC1C2OCC(C=O)C12,-0.2407
CN1C2CCC(C=O)C12,-0.2286
CN1C2COC(C=O)C12,-0.2298
OC1C2CCC(C=O)C12,-0.2379
OC1C2CCN(C=O)C12,-0.225
OC1C2COC(C=O)C12,-0.2432
OC1C2OCC(C=O)C12,-0.2461
CC12CCC(C1O)C2=O,-0.2298
CC12COC(C1O)C2=O,-0.231
CC12OCC(C1O)C2=O,-0.2222
CC1C2CCC1(C)C2=O,-0.2257
CC1C2CCC1(O)C2=O,-0.2308
CC1C2COC1(C)C2=O,-0.2223
CC1C2OCC1(C)C2=O,-0.2235
CC1C2OCC1(O)C2=O,-0.2286
CN1C2CCC1(C)C2=O,-0.2311
OC1C2CCC1(O)C2=O,-0.2344
OC1C2NCC1(O)C2=O,-0.2212
OC1C2OCC1(O)C2=O,-0.2327
CC12CCC(C1O)C2O,-0.2461
CC12COC(C1O)C2O,-0.2383
CC12OCC(C1O)C2O,-0.2297
CC1C2CCC1(C)C2C,-0.273
CC1C2CCC1(C)C2O,-0.2535
CC1C2CCC1(O)C2C,-0.245
CC1C2CCC1(O)C2O,-0.2444
CC1C2COC1(C)C2C,-0.2301
CC1C2COC1(C)C2O,-0.2333
CC1C2OCC1(C)C2C,-0.2318
CC1C2OCC1(C)C2O,-0.2291
CC1C2OCC1(O)C2C,-0.2366
CC1C2OCC1(O)C2O,-0.2338
OC1C2CCC1(O)C2O,-0.2355
OC1C2OCC1(O)C2O,-0.2348
CC12CCC(C=C1)C2O,-0.2451
CC12COC(C=C1)C2O,-0.2344
CC12OCC(C=C1)C2O,-0.2324
CC1C2CCC1(C)C=C2,-0.2311
CC1C2CCC1(O)C=C2,-0.2364
CC1C2COC1(C)C=C2,-0.2346
CC1C2OCC1(C)C=C2,-0.2363
CC1C2OCC1(O)C=C2,-0.2412
OC1C2CCC1(O)C=C2,-0.2404
OC1C2OCC1(O)C=C2,-0.2464
CC12CCC(CC1)C2O,-0.247
CC12CCC(CO1)C2O,-0.2404
CC12CCC(OC1)C2O,-0.2415
CC12COC(CO1)C2O,-0.2398
CC12COC(OC1)C2O,-0.2498
CC12OCC(CO1)C2O,-0.2482
CC1C2CCC1(C)CC2,-0.2791
CC1C2CCC1(C)CO2,-0.2333
CC1C2CCC1(C)OC2,-0.2319
CC1C2CCC1(O)CC2,-0.2514
CC1C2CCC1(O)CO2,-0.2378
CC1C2COC1(C)CO2,-0.2391
CC1C2COC1(C)OC2,-0.2427
CC1C2OCC1(C)CO2,-0.2463
CC1C2OCC1(O)CO2,-0.2506
OC1C2CCC1(O)CC2,-0.2455
OC1C2CCC1(O)CO2,-0.2434
OC1C2OCC1(O)CO2,-0.2505
CC1C2CCC11CCC21,-0.245
CC1C2CCC11COC21,-0.2452
CC1C2CCC11OCC21,-0.2349
CC1C2COC11CCC21,-0.2249
CC1C2COC11COC21,-0.238
CC1C2OCC11CCC21,-0.2372
CC1C2OCC11COC21,-0.2425
CC1C2OCC11OCC21,-0.2446
CC1N2CCC11OCC21,-0.2172
CN1C2CCC11COC21,-0.2041
OC1C2CCC11CCC21,-0.2453
OC1C2CCC11CCN21,-0.2097
OC1C2CCC11COC21,-0.2459
OC1C2CCC11OCC21,-0.2364
OC1C2COC11CCC21,-0.2225
OC1C2COC11COC21,-0.2349
OC1C2OCC11CCC21,-0.2443
OC1C2OCC11COC21,-0.2532
OC1C2OCC11OCC21,-0.2354
CC(=O)C12CCC1C2O,-0.2379
CC(=O)C12COC1C2O,-0.2431
CC(=O)C12OCC1C2O,-0.2413
CC1C2CCC12C(C)=O,-0.2347
CC1C2CCC12C(N)=O,-0.2387
CC1C2C[NH2+]C12C([O-])=O,-0.2508
CC1C2COC12C(C)=O,-0.2371
CC1C2COC12C(N)=O,-0.2391
CC1C2[NH2+]CC12C([O-])=O,-0.1782
CC1C2OCC12C(C)=O,-0.2419
CC1C2OCC12C(N)=O,-0.244
CC1N2CCC12C(C)=O,-0.2308
CC1N2CCC12C(N)=O,-0.2346
CN1C2CCC12C(C)=O,-0.2342
CN1C2CCC12C(N)=O,-0.2351
NC(=O)C12CCC1C2O,-0.2414
NC(=O)C12COC1C2O,-0.2457
NC(=O)C12OCC1C2O,-0.2435
[NH3+]C1C2CCC12C([O-])=O,-0.1651
NC1C2C[NH2+]C12C([O-])=O,-0.2492
[NH3+]C1C2COC12C([O-])=O,-0.2448
NC1C2[NH2+]CC12C([O-])=O,-0.1769
[NH3+]C1C2OCC12C([O-])=O,-0.1761
OC1C2C[NH2+]C12C([O-])=O,-0.2508
OC1C2[NH2+]CC12C([O-])=O,-0.1807
CC1C2CCC12C1CC1,-0.2261
CC1C2CCC12C1CO1,-0.2416
CC1C2CCC12N1CC1,-0.2083
CC1C2COC12C1CC1,-0.2224
CC1C2COC12C1CN1,-0.2271
CC1C2COC12C1CO1,-0.2347
CC1C2OCC12C1CC1,-0.2259
CC1C2OCC12C1CO1,-0.2345
CC1C2OCC12N1CC1,-0.2116
CC1N2CCC12C1CN1,-0.2243
CC1N2CCC12C1CO1,-0.2256
CN1C2CCC12C1CN1,-0.2298
CN1C2CCC12C1CO1,-0.2382
OC1C2CCC12C1CC1,-0.2293
OC1C2CCC12C1CN1,-0.2319
OC1C2CCC12C1CO1,-0.2422
OC1C2CCC12N1CC1,-0.2114
OC1C2COC12C1CC1,-0.2295
OC1C2COC12C1CN1,-0.235
OC1C2COC12C1CO1,-0.2401
OC1C2OCC12C1CC1,-0.2333
OC1C2OCC12C1CN1,-0.2395
OC1C2OCC12C1CO1,-0.2411
OC1C2OCC12N1CC1,-0.2211
CC1C2CCC12CC#C,-0.2457
CC1C2CCC12CC#N,-0.2648
CC1C2COC12CC#C,-0.234
CC1C2COC12CC#N,-0.25
CC1C2OCC12CC#C,-0.2337
CC1C2OCC12CC#N,-0.2486
CC1N2CCC12CC#N,-0.2404
CN1C2CCC12CC#N,-0.2485
OC1C2CCC12CC#C,-0.2434
OC1C2CCC12CC#N,-0.26
OC1C2CNC12CC#N,-0.2388
OC1C2COC12CC#C,-0.2376
OC1C2COC12CC#N,-0.2519
OC1C2OCC12CC#C,-0.2381
OC1C2OCC12CC#N,-0.2528
CC1C2CCC12CC=O,-0.2383
CC1C2CCC12NC=O,-0.2378
CC1C2CCC12OC=N,-0.2525
CC1C2CCC12OC=O,-0.2617
CC1C2COC12CC=O,-0.2374
CC1C2OCC12CC=O,-0.2364
CC1C2OCC12NC=O,-0.2332
CC1C2OCC12OC=N,-0.2433
CC1C2OCC12OC=O,-0.2512
CC1N2CCC12CC=O,-0.2295
CN1C2CCC12CC=O,-0.2381
OC1C2CCC12CC=O,-0.2383
OC1C2CCC12NC=O,-0.2468
OC1C2CCC12OC=N,-0.2517
OC1C2CCC12OC=O,-0.2615
OC1C2COC12CC=O,-0.2451
OC1C2NCC12OC=N,-0.2394
OC1C2NCC12OC=O,-0.2458
OC1C2OCC12CC=O,-0.2442
OC1C2OCC12NC=O,-0.2373
OC1C2OCC12OC=N,-0.2475
OC1C2OCC12OC=O,-0.2572
CC1C2CC(=O)C1CO2,-0.2392
CC1C2CCC1C(=N)O2,-0.2498
CC1C2CCC1C(=O)C2,-0.2291
CC1C2CCC1C(=O)N2,-0.231
CC1C2CCC1C(=O)O2,-0.2562
CC1C2CCN1CC2=O,-0.2151
CC1C2CNC1C(=N)O2,-0.229
CC1C2CNC1C(=O)O2,-0.2318
CC1C2COC1C(=N)O2,-0.2538
CC1C2COC1C(=O)C2,-0.2272
CC1C2COC1C(=O)N2,-0.231
CC1C2COC1C(=O)O2,-0.2512
CC1C2OCC1C(=N)O2,-0.2614
CC1C2OCC1C(=O)O2,-0.2673
CN1C2CCC1C(=O)C2,-0.2199
OC1C2CC(=O)C1CO2,-0.2387
OC1C2CCC1C(=N)O2,-0.2512
OC1C2CCC1C(=O)C2,-0.2345
OC1C2CCC1C(=O)N2,-0.2369
OC1C2CCC1C(=O)O2,-0.2606
OC1C2CNC1C(=N)O2,-0.2432
OC1C2CNC1C(=O)O2,-0.2431
OC1C2COC1C(=N)N2,-0.2358
OC1C2COC1C(=N)O2,-0.2593
OC1C2COC1C(=O)C2,-0.2354
OC1C2COC1C(=O)N2,-0.2408
OC1C2COC1C(=O)O2,-0.2593
OC1C2OCC1C(=N)O2,-0.2637
OC1C2OCC1C(=O)O2,-0.2707
CC1=CC2CCC1C2O,-0.2344
CC1=CC2COC1C2O,-0.2316
CC1=CC2OCC1C2O,-0.2313
CC1C2CCC1C(C)=C2,-0.2209
CC1C2COC1C(C)=C2,-0.2307
CC1C2OCC1C(C)=C2,-0.2299
NC1=NC2COC1C2O,-0.2252
CC1C2CCC1C1CC21,-0.2569
CC1C2CCC1C1OC21,-0.253
CC1C2COC1C1CC21,-0.2376
CC1C2COC1C1NC21,-0.2342
CC1C2COC1C1OC21,-0.2459
CC1C2OCC1N1CC21,-0.2335
CN1C2CCC1C1NC21,-0.193
CN1C2CCC1C1OC21,-0.2026
OC1C2CCC1C1CC21,-0.2496
OC1C2CCC1C1NC21,-0.2278
OC1C2CCC1C1OC21,-0.2511
OC1C2CCC1N1CC21,-0.2223
OC1C2COC1C1CC21,-0.247
OC1C2COC1C1NC21,-0.2421
OC1C2COC1C1OC21,-0.2551
OC1C2OCC1N1CC21,-0.2305
CC1(C)C2CCC1C2O,-0.2499
CC1(C)C2COC1C2O,-0.2304
CC1(O)C2CCC1C2O,-0.2327
CC1(O)C2COC1C2O,-0.2242
CC1C2CCC1C2(C)C,-0.2734
CC1C2CCC1C2(C)O,-0.2513
CC1C2COC1C2(C)C,-0.2343
CC1C2COC1C2(C)O,-0.2393
CC1C2CCC1C21CC1,-0.2633
CC1C2CCC1C21CO1,-0.252
CC1C2COC1C21CC1,-0.2328
CC1C2COC1C21CN1,-0.2292
CC1C2COC1C21CO1,-0.2353
CN1C2CCC1C21CN1,-0.2112
CN1C2CCC1C21CO1,-0.2186
OC1C2CCC1C21CC1,-0.2502
OC1C2CCC1C21CN1,-0.2397
OC1C2CCC1C21CO1,-0.2479
OC1C2COC1C21CC1,-0.2399
OC1C2COC1C21CN1,-0.2359
OC1C2COC1C21CO1,-0.2412
CC1C2CCC1C2C#C,-0.2474
CC1C2CCC1C2C#N,-0.295
CC1C2CCN1C2C#N,-0.2489
CC1C2COC1C2C#C,-0.2361
CC1C2COC1C2C#N,-0.2602
N#CC1C2CCC1N2C,-0.2378
OC1C2CCC1C2C#C,-0.2514
OC1C2CCC1C2C#N,-0.2756
OC1C2COC1C2C#C,-0.2449
OC1C2COC1C2C#N,-0.2675
CC1C2CCC1C2C=O,-0.2468
CC1C2CCC1N2C=O,-0.2343
CC1C2COC1C2C=O,-0.2444
OC1C2CCC1C2C=O,-0.252
OC1C2CCC1N2C=O,-0.2388
OC1C2COC1C2C=O,-0.2509
CC1C2CC=CC1CO2,-0.2346
CC1C2CCC1C=CC2,-0.2315
CC1C2CCC1N=CO2,-0.2426
CC1C2COC1C=CC2,-0.2352
CC1C2OCC1N=CO2,-0.2527
OC1C2CC=CC1CO2,-0.2425
OC1C2CCC1C=CC2,-0.2338
OC1C2CCC1N=CO2,-0.2444
OC1C2COC1C=CC2,-0.2442
OC1C2OCC1N=CO2,-0.2541
CC1C2CCC1CCC2,-0.2822
CC1C2CCC1COC2,-0.2457
CC1C2CCC1OCC2,-0.2357
CC1C2CCC1OCO2,-0.249
CC1C2COC1CCC2,-0.2381
CC1C2CCOC1CO2,-0.2413
CC1C2COC1COC2,-0.2391
CC1C2COC1OCC2,-0.2471
OC1C2CCC1CCC2,-0.2486
OC1C2CCC1COC2,-0.254
OC1C2CCC1OCC2,-0.2362
OC1C2CCC1OCO2,-0.2463
OC1C2COC1CCC2,-0.2462
OC1C2CCOC1CO2,-0.245
OC1C2COC1COC2,-0.2485
OC1C2COC1OCC2,-0.2468
CC12CCC1C(O)C2=O,-0.2368
CC12COC1C(O)C2=O,-0.2341
CC12OCC1C(O)C2=O,-0.2337
CC1C2CCC2(C)C1=O,-0.2297
CC1C2CCC2(O)C1=O,-0.2417
CC1C2COC2(C)C1=O,-0.2293
CC1C2OCC2(C)C1=O,-0.2401
CC1C2OCC2(O)C1=O,-0.2511
CC1N2CCC2(C)C1=O,-0.2293
CN1C2CCC2(C)C1=O,-0.2328
CN1C2CCC2(O)C1=O,-0.2366
CN1C2COC2(C)C1=N,-0.2226
CN1C2COC2(C)C1=O,-0.2343
OC1C2CCC2(O)C1=O,-0.2498
OC1C2NCC2(O)C1=O,-0.2385
OC1C2OCC2(O)C1=O,-0.2558
CC1C2CCC22CCC12,-0.2464
CC1C2CCC22COC12,-0.2366
CC1C2CCC22OCC12,-0.2263
CC1C2COC22COC12,-0.241
CC1C2OCC22CCN12,-0.2117
CC1C2OCC22COC12,-0.2435
CN1C2CCC22OCC12,-0.2014
OC1C2CCC22CCC12,-0.2437
OC1C2CCC22COC12,-0.2432
OC1C2CCC22OCC12,-0.2281
OC1C2COC22COC12,-0.2504
OC1C2OCC22COC12,-0.2412
CC1C2CCC2=CC1=O,-0.2304
CC1C2CNC2=CC1=O,-0.223
CC1C2OCC2=CC1=O,-0.2409
CN1C2CCC2=CC1=O,-0.2341
CN1C2CNC2=CC1=O,-0.2234
OC1C2CCC2=CC1=O,-0.2354
OC1C2CNC2=CC1=O,-0.2273
OC1C2OCC2=CC1=O,-0.2419
CC1(C)C(O)C2CCC12,-0.2474
CC1(C)C(O)C2COC12,-0.2362
CC1(C)C(O)C2OCC12,-0.2432
CC1(O)C(O)C2CCC12,-0.2353
CC1(O)C(O)C2COC12,-0.247
CC1(O)C(O)C2OCC12,-0.2376
CC1C2CCC2C1(C)C,-0.2567
CC1C2CCC2C1(C)O,-0.2441
CC1C2COC2C1(C)C,-0.2367
CC1C2COC2C1(C)O,-0.232
CC1C2OCC2C1(C)C,-0.2381
CC1C2OCC2C1(C)O,-0.2401
CN1C2COC2C1(C)C,-0.2053
CC1C2CCC2C11CC1,-0.2524
CC1C2CCC2C11CO1,-0.2511
CC1C2COC2C11CC1,-0.2361
CC1C2COC2C11CN1,-0.2345
CC1C2COC2C11CO1,-0.24
CC1C2OCC2C11CC1,-0.2391
CC1C2OCC2C11CO1,-0.2504
CC1N2CCC2C11CO1,-0.2144
CN1C2COC2C11CC1,-0.2048
OC1C2CCC2C11CC1,-0.2485
OC1C2CCC2C11CN1,-0.2389
OC1C2CCC2C11CO1,-0.2475
OC1C2CCN2C11CC1,-0.2073
OC1C2COC2C11CC1,-0.2439
OC1C2COC2C11CN1,-0.241
OC1C2COC2C11CO1,-0.2408
OC1C2OCC2C11CC1,-0.2447
OC1C2OCC2C11CN1,-0.2429
OC1C2OCC2C11CO1,-0.2485
CC1C(C#N)C2CCN12,-0.2255
CC1C2CCC2C1C#C,-0.2501
CC1C2CCC2C1C#N,-0.2833
CC1C2CCN2C1C#N,-0.2307
CC1C2COC2C1C#C,-0.2393
CC1C2COC2C1C#N,-0.2611
CC1C2OCC2C1C#C,-0.2431
CC1C2OCC2C1C#N,-0.2586
CN1C2CCC2C1C#N,-0.2307
CN1C2CNC2C1C#N,-0.2295
CN1C2COC2C1C#C,-0.2209
CN1C2COC2C1C#N,-0.2398
NC1C2CCN2C1C#N,-0.2262
NC1C2OCC2C1C#N,-0.2438
OC1C2CCC2C1C#C,-0.2491
OC1C2CCC2C1C#N,-0.2711
OC1C2CCN2C1C#C,-0.2189
OC1C2CCN2C1C#N,-0.232
OC1C2CNC2C1C#N,-0.2498
OC1C2COC2C1C#C,-0.2462
OC1C2COC2C1C#N,-0.2686
OC1C2OCC2C1C#C,-0.2459
OC1C2OCC2C1C#N,-0.2587
CC1C2CCC2C1C=O,-0.2425
CC1C2CCC2N1C=O,-0.2359
CC1C2CCN2C1C=O,-0.2191
CC1C2COC2C1C=O,-0.2424
CC1C2OCC2C1C=O,-0.2407
CC1C2OCC2N1C=O,-0.2458
CN1C2CCC2C1C=O,-0.2212
CN1C2COC2C1C=O,-0.2289
OC1C2CCC2C1C=O,-0.2394
OC1C2CCN2C1C=O,-0.2249
OC1C2COC2C1C=O,-0.2552
OC1C2OCC2C1C=O,-0.2452
CC1=CC2CCC2C1O,-0.2335
CC1=CC2COC2C1O,-0.2421
CC1=CC2OCC2C1O,-0.2445
CC1C2CCC2C=C1C,-0.2229
CC1C2COC2C=C1C,-0.2341
CC1C2OCC2C=C1C,-0.2321
NC1=NC2COC2C1O,-0.234
CC1C2CCC2CC1=O,-0.2345
CC1C2CCC2NC1=O,-0.2376
CC1C2CCC2OC1=N,-0.253
CC1C2CCC2OC1=O,-0.262
CC1C2COC2CC1=O,-0.239
CC1C2OCC2CC1=O,-0.2389
CC1C2OCC2NC1=O,-0.2423
CC1C2OCC2OC1=N,-0.2627
CC1C2OCC2OC1=O,-0.2631
CN1C2CCC2CC1=O,-0.2333
CN1C2CCC2NC1=O,-0.2226
CN1C2CCC2OC1=O,-0.2423
CN1C2COC2CC1=O,-0.2427
NC1C2CCC2OC1=O,-0.2478
