smiles,zpve
O=CCC1NC1CC#N,0.134683
O=CCC1OC1CC#C,0.131972
O=CCC1OC1CC#N,0.121686
O=CCN1CC1CC#C,0.144162
O=CCN1CC1CC#N,0.133931
O=CNC1CC1CC#C,0.146044
O=CNC1CC1CC#N,0.135955
O=COC1CC1CC#C,0.133012
O=COC1CC1CC#N,0.12277
N=COC1CC1CC=O,0.145088
N=COC1CC1NC=O,0.136009
N=COC1CC1OC=N,0.134743
N=COC1CC1OC=O,0.121923
O=CCC1CC1CC=O,0.156051
O=CCC1CC1NC=O,0.145921
O=CCC1CC1OC=O,0.132828
O=CCC1CN1CC=O,0.143943
O=CCC1NC1CC=O,0.144839
O=CCC1OC1CC=O,0.131908
O=CNC1CC1NC=O,0.136341
O=CNC1CC1OC=O,0.122463
O=COC1CC1OC=O,0.109663
N=COC1CC2(CC2)C1,0.170313
N=COC1CC2(CN2)C1,0.159089
N=COC1CC2(CO2)C1,0.146246
O=CCC1CC2(CC2)C1,0.181185
O=CCC1CC2(CC2)O1,0.157076
O=CCC1CC2(CO2)C1,0.157272
O=CCN1CC2(CC2)C1,0.169218
O=CCN1CC2(CN2)C1,0.157961
O=CCN1CC2(CO2)C1,0.145147
O=CNC1CC2(CC2)C1,0.171075
O=CNC1CC2(CN2)C1,0.159942
O=CNC1CC2(CO2)C1,0.147102
O=COC1CC2(CC2)C1,0.158233
O=COC1CC2(CN2)C1,0.146936
O=COC1CC2(CO2)C1,0.134116
N=COC1CC2CC1C2,0.1732
N=COC1CC2CC1O2,0.1486
N=COC1CN2CC1C2,0.161596
N=COC1OC2CC1C2,0.149015
O=CCC1CC2CC1C2,0.184115
O=CCC1CC2CC1O2,0.159767
O=CCC1OC2CC1C2,0.159795
O=CNC1CC2CC1C2,0.173873
O=CNC1CC2CC1O2,0.14982
O=CNC1CN2CC1C2,0.162331
O=COC1CC2CC1C2,0.161021
O=COC1CC2CC1O2,0.136475
O=COC1CN2CC1C2,0.149492
O=COC1OC2CC1C2,0.136768
N=COC1CC2CC2C1,0.17252
N=COC1CC2CC2O1,0.148548
N=COC1CC2NC2C1,0.160867
N=COC1CC2OC2C1,0.148059
O=CCC1CC2CC2C1,0.183328
O=CCC1CC2CC2O1,0.158807
O=CCC1CC2CN2C1,0.171664
O=CCC1CC2OC2C1,0.159192
O=CCC1OC2CC2O1,0.134317
O=CCN1CC2NC2C1,0.160018
O=CCN1CC2OC2C1,0.147173
O=CNC1CC2CC2C1,0.173144
O=CNC1CC2CN2C1,0.161452
O=CNC1CC2NC2C1,0.162267
O=CNC1CC2OC2C1,0.149368
O=COC1CC2CC2C1,0.16035
O=COC1CC2CC2O1,0.136235
O=COC1CC2NC2C1,0.148693
O=COC1CC2OC2C1,0.13585
N=COC1CC2CCC12,0.171638
N=COC1CC2COC12,0.147832
N=COC1CC2OCC12,0.14769
N=COC1CN2CCC12,0.160127
O=CCC1CC2CCC12,0.18252
O=CCC1CC2COC12,0.158778
O=CCC1CC2OCC12,0.158698
O=CCC1NC2COC12,0.147407
O=CCC1OC2CCC12,0.158529
O=CCC1OC2COC12,0.134835
O=CCN1CC2CCC12,0.170181
O=CCN1CC2OCC12,0.146381
O=CNC1CC2CCC12,0.172413
O=CNC1CC2COC12,0.148914
O=CNC1CC2OCC12,0.148579
O=CNC1CN2CCC12,0.160773
O=COC1CC2CCC12,0.159468
O=COC1CC2COC12,0.135775
O=COC1CC2OCC12,0.135543
O=COC1CN2CCC12,0.147858
N=COC1CC=CC1=O,0.124358
O=CCC1CC=CC1=O,0.135209
O=CCN1CC=CC1=O,0.123794
O=CNC1CC=CC1=O,0.125101
O=COC1CC=CC1=O,0.112083
N=C1CC(CC=O)CO1,0.147491
N=C1CC(CO1)NC=O,0.137333
N=C1CC(CO1)OC=O,0.124293
N=C1CCC(CC=O)O1,0.147572
N=C1CCC(OC=O)O1,0.124465
N=C1COC(CC=O)O1,0.12324
N=C1OCC(CC=O)O1,0.12387
N=C1OCC(OC=O)O1,0.100686
N=COC1CC(=O)CO1,0.123489
N=COC1CCC(=N)O1,0.13673
N=COC1CCC(=O)C1,0.147067
N=COC1CCC(=O)O1,0.12452
N=COC1CNC(=O)C1,0.13688
N=COC1CNC(=O)O1,0.113412
N=COC1COC(=N)C1,0.13654
N=COC1COC(=N)O1,0.113009
N=COC1COC(=O)C1,0.124281
N=COC1COC(=O)O1,0.101104
O=CCC1CC(=O)CN1,0.146856
O=CCC1CC(=O)CO1,0.133952
O=CCC1CCC(=O)C1,0.157969
O=CCC1CCC(=O)N1,0.147961
O=CCC1CCC(=O)O1,0.135368
O=CCC1CNC(=O)C1,0.147811
O=CCC1CNC(=O)N1,0.137168
O=CCC1CNC(=O)O1,0.124335
O=CCC1COC(=O)C1,0.135346
O=CCC1COC(=O)N1,0.124607
O=CCC1COC(=O)O1,0.111968
O=CCC1OCC(=O)O1,0.110985
O=CCN1CCC(=O)C1,0.146206
O=CNC1CCC(=O)C1,0.147852
O=CNC1CNC(=O)C1,0.137685
O=CNC1COC(=O)C1,0.12515
O=COC1CC(=O)CO1,0.111151
O=COC1CCC(=O)C1,0.134873
O=COC1CCC(=O)O1,0.112235
O=COC1CNC(=O)C1,0.124602
O=COC1CNC(=O)O1,0.10111
O=COC1COC(=O)C1,0.111984
O=COC1COC(=O)O1,0.088792
N=COC1CCC11CC1,0.170525
N=COC1CCC11CN1,0.159364
N=COC1CCC11CO1,0.146572
N=COC1COC11CC1,0.146195
O=CCC1CCC11CC1,0.181133
O=CCC1CCC11CO1,0.157318
O=CCC1COC11CC1,0.157083
O=CCC1OCC11CC1,0.157371
O=CCC1OCC11CN1,0.146173
O=CCC1OCC11CO1,0.133377
O=CCN1CCC11CC1,0.169203
O=CNC1CCC11CC1,0.171392
O=CNC1CCC11CN1,0.160221
O=CNC1CCC11CO1,0.14732
O=CNC1COC11CC1,0.147057
O=COC1CCC11CC1,0.158353
O=COC1CCC11CN1,0.147164
O=COC1CCC11CO1,0.134362
O=COC1COC11CC1,0.134007
N=COC1CCC1C#C,0.146093
N=COC1CCC1C#N,0.135797
N=COC1CNC1C#C,0.134689
N=COC1CNC1C#N,0.124287
N=COC1COC1C#C,0.122038
N=COC1COC1C#N,0.111608
O=CCC1CCC1C#C,0.157109
O=CCC1CCC1C#N,0.146984
O=CCC1CNC1C#N,0.135472
O=CCC1COC1C#C,0.133041
O=CCC1COC1C#N,0.122749
O=CCC1NCC1C#N,0.135679
O=CCC1OCC1C#C,0.13309
O=CCC1OCC1C#N,0.122799
O=CCN1CCC1C#C,0.144939
O=CCN1CCC1C#N,0.134694
O=CNC1CCC1C#C,0.147123
O=CNC1CCC1C#N,0.136846
O=CNC1CNC1C#N,0.125295
O=CNC1COC1C#C,0.123087
O=CNC1COC1C#N,0.112631
O=COC1CCC1C#C,0.133835
O=COC1CCC1C#N,0.123553
O=COC1CNC1C#C,0.122466
O=COC1CNC1C#N,0.112029
O=COC1COC1C#C,0.109856
O=COC1COC1C#N,0.099466
N=COC1CCC1C=O,0.14607
N=COC1CNC1C=O,0.134399
N=COC1COC1C=O,0.12177
O=CCC1CCC1C=O,0.157017
O=CCC1CCN1C=O,0.146121
O=CCC1COC1C=O,0.132777
O=CCC1OCC1C=O,0.132818
O=CCN1CCC1C=O,0.144858
O=CNC1CCC1C=O,0.14675
O=CNC1CNC1C=O,0.135929
O=CNC1COC1C=O,0.123186
O=COC1CCC1C=O,0.133869
O=COC1CNC1C=O,0.122225
O=COC1COC1C=O,0.109474
N=COC1CCC2CC12,0.1726
N=COC1CCC2NC12,0.161078
N=COC1CCC2OC12,0.148208
N=COC1COC2CC12,0.148308
N=COC1OCC2CC12,0.148581
N=COC1OCC2NC12,0.136916
N=COC1OCC2OC12,0.124101
O=CCC1CCC2CC12,0.183385
O=CCC1CCC2CN12,0.171605
O=CCC1CCC2OC12,0.159335
O=CCC1CCN2CC12,0.17173
O=CCC1COC2CC12,0.159181
O=CCC1OCC2CC12,0.159294
O=CCC1OCC2NC12,0.147812
O=CCC1OCC2OC12,0.13495
O=CNC1CCC2CC12,0.173381
O=CNC1CCC2NC12,0.162087
O=CNC1CCC2OC12,0.149116
O=CNC1CCN2CC12,0.161709
O=CNC1COC2CC12,0.148952
O=COC1CCC2CC12,0.160395
O=COC1CCC2NC12,0.148932
O=COC1CCC2OC12,0.136034
O=COC1COC2CC12,0.136123
O=COC1OCC2CC12,0.136357
O=COC1OCC2NC12,0.125129
O=COC1OCC2OC12,0.111848
N=COC1CC=CCO1,0.148111
N=COC1CCN=CO1,0.137105
N=COC1COC=NC1,0.137125
O=CCC1CC=CCO1,0.15865
O=CCC1CCC=CC1,0.182918
O=CCC1CCN=CO1,0.147865
O=CCC1COC=NC1,0.148062
O=CCN1CCC=CC1,0.170833
O=CNC1CCC=CC1,0.172881
O=CNC1COC=NC1,0.137815
O=COC1CC=CCO1,0.13588
O=COC1CCC=CC1,0.159955
O=COC1CCN=CO1,0.124846
O=COC1COC=NC1,0.124923
N=C1OCCC1CC=O,0.147904
N=C1OCCC1NC=O,0.137779
N=C1OCCC1OC=O,0.124712
N=C1OCCN1CC=O,0.136137
N=C1OCOC1CC=O,0.123484
N=COC1CCCC1=O,0.147497
N=COC1CCNC1=O,0.13751
N=COC1CCOC1=N,0.137104
N=COC1CCOC1=O,0.124843
N=COC1CNCC1=O,0.136327
N=COC1COCC1=O,0.123451
N=COC1OCCC1=O,0.123592
O=CCC1CCCC1=O,0.158371
O=CCC1CCNC1=O,0.148195
O=CCC1CCOC1=O,0.135721
O=CCC1COCC1=O,0.134423
O=CCC1NCCC1=O,0.14711
O=CCC1OCCC1=O,0.134186
O=CCC1OCOC1=O,0.11119
O=CCN1CCCC1=O,0.147716
O=CCN1CCNC1=O,0.136739
O=CCN1CCOC1=O,0.124106
O=CNC1CCCC1=O,0.148217
O=CNC1CCNC1=O,0.13807
O=CNC1CCOC1=O,0.125555
O=CNC1CNCC1=O,0.137071
O=CNC1COCC1=O,0.124082
O=COC1CCCC1=O,0.135258
O=COC1CCNC1=O,0.125143
O=COC1CCOC1=O,0.112519
O=COC1CNCC1=O,0.124065
O=COC1COCC1=O,0.111188
O=COC1OCCC1=O,0.111358
N=COC1COCC=C1,0.148121
N=COC1OCCC=C1,0.148227
O=CCC1CCCC=C1,0.183103
O=CCC1CCOC=N1,0.14816
O=CCC1COCC=C1,0.159059
O=CCC1OCCC=C1,0.158906
O=CNC1CCCC=C1,0.173041
O=CNC1COCC=C1,0.148936
O=COC1CCCC=C1,0.159982
O=COC1COCC=C1,0.135895
O=COC1OCCC=C1,0.13601
N=COC1CCCCO1,0.172289
N=COC1CCCOC1,0.172336
N=COC1CCOCC1,0.172249
N=COC1CNCCO1,0.161023
N=COC1COCCO1,0.148328
N=COC1COCOC1,0.148569
O=CCC1CCCCC1,0.206812
O=CCC1CCCCO1,0.182928
O=CCC1CCCOC1,0.182991
O=CCC1CCOCC1,0.182932
O=CCC1CCOCO1,0.159299
O=CCC1COCCO1,0.159049
O=CCC1COCOC1,0.159408
O=CCC1OCCCO1,0.159105
O=CCN1CCOCC1,0.17127
O=CNC1CCCCC1,0.196799
O=CNC1CCCOC1,0.172952
O=CNC1CCOCC1,0.173023
O=CNC1COCOC1,0.149366
O=COC1CCCCC1,0.183853
O=COC1CCCCO1,0.160034
O=COC1CCCOC1,0.160034
O=COC1CCOCC1,0.160014
O=COC1CNCCO1,0.148756
O=COC1COCCO1,0.136049
O=COC1COCOC1,0.136395
O=CCN=C1OC2CC12,0.122251
O=CCN=C1CN=CN1,0.123316
O=CCN=C1OCC=C1,0.123016
O=CCN=C1CCCO1,0.14678
O=CCN=C1COCO1,0.122876
O=CCN=C1NCCO1,0.135848
O=CNC=NC1CCC1,0.159837
O=CNC=NC1COC1,0.135865
O=COC=NC1CCC1,0.146568
O=COC=NC1COC1,0.122456
O=CCN=COC1CC1,0.144295
O=CNC=NCC1CC1,0.159193
O=CNC=NCC1CN1,0.148043
O=CNC=NCC1CO1,0.135143
O=COC=NCC1CC1,0.146011
O=COC=NCC1CN1,0.134828
O=COC=NCC1CO1,0.1219
O=CCN=CNCC#N,0.121853
O=CCN=COCC#C,0.119713
O=CCN=COCC#N,0.109253
O=CNC=NCCC#C,0.134165
O=CNC=NCCC#N,0.123881
O=COC=NCCC#C,0.120864
O=COC=NCCC#N,0.110447
N=COCC#CC1CC1,0.146402
N=COCC#CC1CN1,0.135296
N=COCC#CC1CO1,0.122282
O=CCCC#CC1CC1,0.156964
O=CCCC#CC1CN1,0.145831
O=CCCC#CC1CO1,0.132819
O=CNCC#CC1CC1,0.146943
O=CNCC#CC1CN1,0.135813
O=CNCC#CC1CO1,0.122832
O=COCC#CC1CC1,0.134107
O=COCC#CC1CN1,0.123036
O=COCC#CC1CO1,0.109993
N=COCC#CCC#C,0.121136
N=COCC#CCC#N,0.110837
O=CCCC#CCC#C,0.131727
O=CCCC#CCC#N,0.121458
O=CNCC#CCC#C,0.121714
O=CNCC#CCC#N,0.111463
O=COCC#CCC#C,0.108883
O=COCC#CCC#N,0.098557
N=COCC#CCC=O,0.120862
O=CCC#CCNC=O,0.121466
O=CCC#CCOC=O,0.108596
O=CCCC#CCC=O,0.131487
N=COCC(=O)C1CC1,0.146115
N=COCC(=O)C1CN1,0.135003
N=COCC(=O)C1CO1,0.121699
N=COCC(=O)N1CC1,0.135031
O=CCCC(=O)C1CC1,0.156649
O=CCCC(=O)C1CN1,0.145561
O=CCCC(=O)C1CO1,0.132387
O=CCCC(=O)N1CC1,0.145227
O=CCNC(=O)C1CC1,0.146085
O=CCNC(=O)C1CN1,0.135093
O=CCNC(=O)C1CO1,0.122181
O=CCNC(=O)N1CC1,0.134381
O=CCOC(=O)C1CC1,0.133441
O=CCOC(=O)C1CN1,0.122687
O=CCOC(=O)C1CO1,0.109464
O=CCOC(=O)N1CC1,0.12213
O=CNCC(=O)C1CC1,0.146671
O=CNCC(=O)C1CN1,0.135516
O=CNCC(=O)C1CO1,0.122397
O=CNCC(=O)N1CC1,0.135726
O=COCC(=O)C1CC1,0.13391
O=COCC(=O)C1CN1,0.122753
O=COCC(=O)C1CO1,0.109557
O=COCC(=O)N1CC1,0.122547
N=COCC(=O)CC#C,0.120301
N=COCC(=O)CC#N,0.109935
O=CCCC(=O)CC#C,0.130993
O=CCCC(=O)CC#N,0.120596
O=CCNC(=O)CC#C,0.120798
O=CCOC(=O)CC#C,0.108151
O=CCOC(=O)CC#N,0.097773
O=CNCC(=O)CC#C,0.120673
O=CNCC(=O)CC#N,0.110358
O=COCC(=O)CC#C,0.108106
O=COCC(=O)CC#N,0.097741
N=C(CCC=O)NC=O,0.134568
N=C(CNC=O)NC=O,0.125398
N=C(COC=O)NC=O,0.11171
N=C(NC=O)OCC=O,0.109587
N=C(NCC=O)NC=O,0.123099
N=CNC(=O)CCC=O,0.134254
N=CNC(=O)CNC=O,0.124934
N=CNC(=O)COC=N,0.123624
N=CNC(=O)COC=O,0.110999
N=CNC(=O)NCC=O,0.122562
N=CNC(=O)OCC=O,0.110358
N=COC(=O)CCC=O,0.120944
N=COC(=O)CNC=O,0.110806
N=COC(=O)COC=O,0.098141
N=COC(=O)NCC=O,0.11037
N=COCC(=N)NC=O,0.124025
N=COCC(=O)CC=O,0.120445
N=COCC(=O)NC=O,0.110635
N=COCC(=O)OC=N,0.110384
O=CCC(=O)CNC=O,0.120978
O=CCC(=O)COC=O,0.108214
O=CCCC(=O)CC=O,0.13098
O=CCCC(=O)NC=O,0.12126
O=CCNC(=O)CC=O,0.120731
O=CCNC(=O)NC=O,0.110156
O=CCOC(=O)CC=O,0.107787
O=CCOC(=O)NC=O,0.097949
O=CNC(=O)COC=O,0.098446
O=CNCC(=O)NC=O,0.111144
[NH2+]=CNC[C-](C#N)C#N,0.108617
N=COCC(C#C)C#C,0.120739
N=COCC(C#C)C#N,0.110323
O=CCCC(C#C)C#C,0.131315
O=CCCC(C#C)C#N,0.121022
O=CCCC(C#N)C#N,0.110578
O=CCNC(C#C)C#C,0.119712
O=CCNC(C#C)C#N,0.109453
O=CCNC(C#N)C#N,0.098883
O=CCOC(C#C)C#C,0.10664
O=CCOC(C#C)C#N,0.096196
O=CCOC(C#N)C#N,0.085665
O=CNCC(C#C)C#C,0.121377
O=CNCC(C#C)C#N,0.111031
O=COCC(C#C)C#C,0.108571
O=COCC(C#C)C#N,0.098065
N=COCC(C=O)C#C,0.120187
N=COCC(C=O)C#N,0.110052
O=CCCC(C=O)C#C,0.131097
O=CCCC(C=O)C#N,0.120811
O=CCNC(C=O)C#C,0.119639
O=CCNC(C=O)C#N,0.109238
O=CCOC(C=O)C#C,0.106454
O=CCOC(C=O)C#N,0.095824
O=CNCC(C=O)C#C,0.1215
O=CNCC(C=O)C#N,0.110877
O=COCC(C=O)C#C,0.108171
O=COCC(C=O)C#N,0.097786
N=CN(CCC=O)C=O,0.134175
N=COCC(C=O)C=O,0.120204
O=CCCC(C=O)C=O,0.130989
O=CCCN(C=O)C=O,0.120955
O=CCNC(C=O)C=O,0.119679
O=CCOC(C=O)C=O,0.106429
O=CNCC(C=O)C=O,0.121388
O=COCC(C=O)C=O,0.108036
N=COCC1(CC1)C#C,0.145583
N=COCC1(CC1)C#N,0.135307
N=COCC1(CN1)C#C,0.134209
N=COCC1(CN1)C#N,0.123848
N=COCC1(CO1)C#C,0.121398
N=COCC1(CO1)C#N,0.110899
O=CCCC1(CC1)C#C,0.156079
O=CCCC1(CC1)C#N,0.145925
O=CCCC1(CN1)C#C,0.144783
O=CCCC1(CN1)C#N,0.134505
O=CCCC1(CO1)C#C,0.131895
O=CCCC1(CO1)C#N,0.121501
O=CCNC1(CC1)C#C,0.144352
O=CCNC1(CC1)C#N,0.133965
O=CCOC1(CC1)C#C,0.131326
O=CCOC1(CC1)C#N,0.12101
O=CNCC1(CC1)C#C,0.146282
O=CNCC1(CC1)C#N,0.136141
O=CNCC1(CN1)C#C,0.135131
O=CNCC1(CN1)C#N,0.124848
O=CNCC1(CO1)C#C,0.12191
O=CNCC1(CO1)C#N,0.111477
O=COCC1(CC1)C#C,0.133308
O=COCC1(CC1)C#N,0.122988
O=COCC1(CN1)C#C,0.121994
O=COCC1(CN1)C#N,0.111493
O=COCC1(CO1)C#C,0.109066
O=COCC1(CO1)C#N,0.098639
N=COCC1(CC1)C=O,0.14604
N=COCC1(CN1)C=O,0.134441
N=COCC1(CO1)C=O,0.12145
O=CCCC1(CC1)C=O,0.156491
O=CCCC1(CN1)C=O,0.144971
O=CCCC1(CO1)C=O,0.132115
O=CCNC1(CC1)C=O,0.144385
O=CCOC1(CC1)C=O,0.13165
O=CNCC1(CC1)C=O,0.146868
O=CNCC1(CN1)C=O,0.135523
O=CNCC1(CO1)C=O,0.122329
O=COCC1(CC1)C=O,0.133574
O=COCC1(CN1)C=O,0.122112
O=COCC1(CO1)C=O,0.109217
N=COCC12CC(C1)C2,0.171478
N=COCC12CC(C1)O2,0.14706
N=COCC12CN(C1)C2,0.15981
O=CCCC12CC(C1)C2,0.182184
O=CCCC12CC(C1)O2,0.157457
O=CCCC12CN(C1)C2,0.170649
O=CCNC12CN(C1)C2,0.15927
O=CCOC12CC(C1)C2,0.157776
O=CCOC12CN(C1)C2,0.1462
O=CNCC12CC(C1)C2,0.172221
O=CNCC12CC(C1)O2,0.147615
O=CNCC12CN(C1)C2,0.160654
O=COCC12CC(C1)C2,0.159449
O=COCC12CC(C1)O2,0.134787
O=COCC12CN(C1)C2,0.147894
N=COCC12CC1CC2,0.170829
N=COCC12CC1CO2,0.147008
N=COCC12CC1OC2,0.146975
N=COCC12CCC1N2,0.159887
N=COCC12CCC1O2,0.146843
O=CCCC12CC1CC2,0.18168
O=CCCC12CC1CO2,0.157537
O=CCCC12CC1OC2,0.157456
O=CCCC12CCC1N2,0.17044
O=CCCC12CCC1O2,0.157264
O=CCCC12CN1CC2,0.170043
O=CCNC12CC1OC2,0.145898
O=CCOC12CC1CC2,0.156961
O=CCOC12CC1OC2,0.132766
O=CNCC12CC1CC2,0.171727
O=CNCC12CC1CO2,0.147564
O=CNCC12CC1OC2,0.147508
O=CNCC12CCC1N2,0.160477
O=CNCC12CCC1O2,0.147396
O=CNCC12CN1CC2,0.160274
O=COCC12CC1CC2,0.158888
O=COCC12CC1CO2,0.13469
O=COCC12CC1OC2,0.134737
O=COCC12CCC1N2,0.147687
O=COCC12CCC1O2,0.134564
N=COCC1=CCOC1,0.146857
N=COCC1=NCCO1,0.136672
O=CCCC1=CCCC1,0.182142
O=CCCC1=CCOC1,0.157843
O=CCCC1=NCCO1,0.146947
O=CCNC1=NCCO1,0.136132
O=CCOC1=NCCN1,0.135876
O=CNCC1=CCCC1,0.172264
O=CNCC1=CCOC1,0.147968
O=CNCC1=NCCO1,0.136994
O=COCC1=CCCC1,0.159284
O=COCC1=CCOC1,0.134915
O=COCC1=NCCO1,0.124295
N=COCC1C2CC1C2,0.1718
N=COCC1C2CC1O2,0.147047
N=COCC1C2CN1C2,0.160532
O=CCCC1C2CC1C2,0.18257
O=CCCC1C2CC1O2,0.157855
O=CCCC1C2CN1C2,0.171094
O=CCCN1C2CC1C2,0.170146
O=CCNC1C2CC1O2,0.146225
O=CCOC1C2CC1C2,0.158095
O=CCOC1C2CC1O2,0.133286
O=CNCC1C2CC1C2,0.172613
O=CNCC1C2CC1O2,0.14787
O=CNCC1C2CN1C2,0.161215
O=COCC1C2CC1C2,0.159813
O=COCC1C2CC1O2,0.135012
O=COCC1C2CN1C2,0.148237
N=COCC1C2CCC12,0.171314
N=COCC1C2COC12,0.147872
O=CCCC1C2CCC12,0.182107
O=CCCC1C2CCN12,0.170438
O=CCCC1C2COC12,0.15801
O=CCCN1C2CCC12,0.170124
O=CCNC1C2COC12,0.1466
O=CCOC1C2CCC12,0.157545
O=CCOC1C2COC12,0.133322
O=CNCC1C2CCC12,0.172229
O=CNCC1C2CCN12,0.160882
O=CNCC1C2COC12,0.148003
O=COCC1C2CCC12,0.159341
O=COCC1C2COC12,0.135497
N=C1CC(CCC=O)O1,0.146158
N=C1CC(CNC=O)O1,0.136166
N=C1CC(COC=O)O1,0.123265
N=COCC1CC(=N)O1,0.135467
N=COCC1CC(=O)C1,0.145471
N=COCC1CC(=O)N1,0.135614
N=COCC1CC(=O)O1,0.123446
O=CCCC1CC(=O)C1,0.156348
O=CCCC1CC(=O)N1,0.146092
O=CCCC1CC(=O)O1,0.134146
O=CCCN1CC(=O)C1,0.144705
O=CCOC1CC(=O)C1,0.131714
O=CNCC1CC(=O)C1,0.146294
O=CNCC1CC(=O)N1,0.136028
O=CNCC1CC(=O)O1,0.124152
O=COCC1CC(=O)C1,0.133457
O=COCC1CC(=O)N1,0.123333
O=COCC1CC(=O)O1,0.111224
N=COCC1CC1C#C,0.14558
N=COCC1CC1C#N,0.135357
N=COCC1NC1C#C,0.134672
N=COCC1NC1C#N,0.124231
N=COCC1OC1C#C,0.121708
N=COCC1OC1C#N,0.111204
O=CCCC1CC1C#C,0.15632
O=CCCC1CC1C#N,0.146142
O=CCCC1NC1C#C,0.145121
O=CCCC1NC1C#N,0.134806
O=CCCC1OC1C#C,0.13224
O=CCCC1OC1C#N,0.121832
O=CCCN1CC1C#C,0.144433
O=CCCN1CC1C#N,0.134141
O=CCNC1CC1C#N,0.134585
O=CCOC1CC1C#C,0.131617
O=CCOC1CC1C#N,0.121447
O=CNCC1CC1C#C,0.146416
O=CNCC1CC1C#N,0.136133
O=CNCC1NC1C#C,0.135191
O=CNCC1NC1C#N,0.124737
O=CNCC1OC1C#C,0.122285
O=CNCC1OC1C#N,0.111811
O=COCC1CC1C#C,0.133673
O=COCC1CC1C#N,0.123358
O=COCC1NC1C#C,0.122363
O=COCC1NC1C#N,0.111913
O=COCC1OC1C#C,0.109378
O=COCC1OC1C#N,0.098856
N=COCC1CC1C=O,0.145664
N=COCC1CN1C=O,0.134666
N=COCC1NC1C=O,0.134552
N=COCC1OC1C=O,0.121543
O=CCCC1CC1C=O,0.156532
O=CCCC1CN1C=O,0.145324
O=CCCC1NC1C=O,0.145113
O=CCCC1OC1C=O,0.132128
O=CCCN1CC1C=O,0.14453
O=CCOC1CC1C=O,0.131824
O=CNCC1CC1C=O,0.146515
O=CNCC1CN1C=O,0.135237
O=CNCC1NC1C=O,0.135201
O=CNCC1OC1C=O,0.122208
O=COCC1CC1C=O,0.134047
O=COCC1CN1C=O,0.122356
O=COCC1NC1C=O,0.122236
O=COCC1OC1C=O,0.109168
N=COCC1CC2CC12,0.17112
N=COCC1CC2NC12,0.159756
N=COCC1CC2OC12,0.146818
N=COCC1OC2CC12,0.14719
O=CCCC1CC2CC12,0.18188
O=CCCC1CC2CN12,0.170331
O=CCCC1CC2NC12,0.170443
O=CCCC1CC2OC12,0.157591
O=CCCC1CN2CC12,0.17036
O=CCCC1OC2CC12,0.157674
O=CCNC1CN2CC12,0.158901
O=CCOC1CC2CC12,0.15738
O=CCOC1CC2NC12,0.14581
O=CCOC1CC2OC12,0.132968
O=CCOC1CN2CC12,0.145755
O=CNCC1CC2CC12,0.172036
O=CNCC1CC2CN12,0.160489
O=CNCC1CC2NC12,0.160496
O=CNCC1CC2OC12,0.147598
O=CNCC1CN2CC12,0.160532
O=CNCC1OC2CC12,0.147878
O=COCC1CC2CC12,0.159074
O=COCC1CC2NC12,0.14772
O=COCC1CC2OC12,0.134808
O=COCC1OC2CC12,0.134925
N=COCC1CN=CO1,0.136737
O=CCCC1CC=CC1,0.182096
O=CCCC1CN=CO1,0.147414
O=CCOC1CC=CC1,0.157545
O=CCOC1CN=CO1,0.122984
O=CNCC1CC=CC1,0.17215
O=CNCC1CN=CO1,0.137511
O=COCC1CC=CC1,0.159473
O=COCC1CN=CO1,0.124546
N=C1OCC1CCC=O,0.146618
N=C1OCC1CNC=O,0.136921
N=C1OCC1COC=O,0.123614
N=C1OCC1NCC=O,0.135099
N=C1OCC1OCC=O,0.121893
N=COCC1CCC1=O,0.146393
N=COCC1CNC1=O,0.13594
N=COCC1COC1=N,0.135848
N=COCC1COC1=O,0.123887
N=COCC1NCC1=O,0.135075
N=COCC1OCC1=O,0.122183
O=CCCC1CCC1=O,0.156938
O=CCCC1CNC1=O,0.146573
O=CCCC1COC1=O,0.134616
O=CCCC1NCC1=O,0.145568
O=CCCC1OCC1=O,0.132878
O=CCCN1CCC1=O,0.146322
O=CCNC1CCC1=O,0.145368
O=CCNC1CNC1=O,0.135166
O=CCNC1COC1=O,0.123071
O=CCOC1CCC1=O,0.132255
O=CCOC1CNC1=O,0.121936
O=CCOC1COC1=O,0.10984
O=CNCC1CCC1=O,0.14721
O=CNCC1CNC1=O,0.13693
O=CNCC1COC1=O,0.124781
O=CNCC1NCC1=O,0.135649
O=CNCC1OCC1=O,0.122886
O=COCC1CCC1=O,0.133993
O=COCC1CNC1=O,0.123618
O=COCC1COC1=O,0.111613
O=COCC1NCC1=O,0.122854
O=COCC1OCC1=O,0.109978
N=COCC1COC=N1,0.136906
N=COCC1OCC=C1,0.147447
O=CCCC1CCC=C1,0.182191
O=CCCC1COC=N1,0.147543
O=CCCC1OCC=C1,0.157957
O=CCOC1CCC=C1,0.157719
O=CCOC1OCC=C1,0.133804
O=CNCC1CCC=C1,0.17222
O=CNCC1COC=N1,0.137802
O=CNCC1OCC=C1,0.148196
O=COCC1CCC=C1,0.159519
O=COCC1COC=N1,0.124623
O=COCC1OCC=C1,0.135271
N=COCC1CCCO1,0.171798
N=COCC1CCOC1,0.171803
N=COCC1COCO1,0.147884
N=COCC1OCCO1,0.148035
O=CCCC1CCCC1,0.205954
O=CCCC1CCCO1,0.182027
O=CCCC1CCOC1,0.181967
O=CCCC1COCO1,0.158385
O=CCCC1OCCO1,0.158133
